"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","ci_lower","ci_upper","ci_width","enough_negative_control"
"GSM8571046_Abd-S49","DCs",57,47,10,0.824561403508772,0.706326471703061,0.9018114776029,0.19548500589984,FALSE
"GSM8571072_Res-S183","DCs",90,74,16,0.822222222222222,0.73056107955296,0.887502628416696,0.156941548863737,FALSE
"GSM8571054_Abd-S9","DCs",16,13,3,0.8125,0.569911190380259,0.934084009285719,0.36417281890546,FALSE
"GSM8571052_Abd-S80","DCs",19,15,4,0.789473684210526,0.566657215561858,0.914923233670837,0.348266018108979,FALSE
"GSM8571043_Abd-S23","Monocytes",97,76,21,0.783505154639175,0.691598378253373,0.853812216190677,0.162213837937304,TRUE
"GSM8571059_IC08","DCs",68,53,15,0.779411764705882,0.667432612288507,0.861509876126748,0.194077263838241,FALSE
"GSM8571067_Res-S146","DCs",45,35,10,0.777777777777778,0.637307078252437,0.874553144673736,0.237246066421299,FALSE
"GSM8571042_Abd-S111","DCs",32,24,8,0.75,0.578934410057555,0.86747599081491,0.288541580757354,FALSE
"GSM8571061_IC10","DCs",35,26,9,0.742857142857143,0.579306931561608,0.858369729309396,0.279062797747787,FALSE
"GSM8571048_Abd-S55","Monocytes",114,82,32,0.719298245614035,0.630706093976073,0.793592794550751,0.162886700574678,TRUE
"GSM8571080_Uri-S85","DCs",34,24,10,0.705882352941177,0.538310902052856,0.831653693295776,0.29334279124292,FALSE
"GSM8571078_Uri-S134","DCs",109,69,40,0.63302752293578,0.539454967188881,0.717542773739666,0.178087806550785,TRUE
"GSM8571053_Abd-S81","NK cells",27,16,11,0.592592592592593,0.407267009680647,0.754852429256044,0.347585419575397,FALSE
"GSM8571079_Uri-S157","DCs",68,40,28,0.588235294117647,0.469614667531054,0.697419802494816,0.227805134963762,TRUE
"GSM8571043_Abd-S23","DCs",4,2,2,0.5,0.15003898915215,0.84996101084785,0.699922021695701,FALSE
"GSM8571042_Abd-S111","NK cells",56,25,31,0.446428571428571,0.323867212547834,0.575867852100605,0.252000639552772,TRUE
"GSM8571045_Abd-S45","DCs",30,13,17,0.433333333333333,0.273774855764665,0.608026929991864,0.334252074227199,FALSE
"GSM8571055_Abd-S91","DCs",14,6,8,0.428571428571429,0.213807989044741,0.674093554203492,0.460285565158751,FALSE
"GSM8571076_Res-S41","NK cells",68,29,39,0.426470588235294,0.315972431477331,0.544832176834444,0.228859745357114,TRUE
"GSM8571074_Res-S22","DCs",116,44,72,0.379310344827586,0.296221029077347,0.470136955250151,0.173915926172804,TRUE
"GSM8571059_IC08","NK cells",75,25,50,0.333333333333333,0.237082208635755,0.445825738858513,0.208743530222758,TRUE
"GSM8571077_Res-S70","CD8 T cells",142,47,95,0.330985915492958,0.258936833886383,0.411938647008155,0.153001813121771,TRUE
"GSM8571071_Res-S170","NK cells",110,32,78,0.290909090909091,0.214235833395564,0.381693448638213,0.167457615242649,TRUE
"GSM8571075_Res-S40","NK cells",113,30,83,0.265486725663717,0.192756393315433,0.353637493452668,0.160881100137236,TRUE
"GSM8571078_Uri-S134","NK cells",110,23,87,0.209090909090909,0.14356370862133,0.294250944643056,0.150687236021726,TRUE
"GSM8571047_Abd-S51","NK cells",74,14,60,0.189189189189189,0.116179695667346,0.292875572606084,0.176695876938738,TRUE
"GSM8571048_Abd-S55","NK cells",41,5,36,0.121951219512195,0.0532333646857772,0.255442115209769,0.202208750523992,TRUE
"GSM8571064_Res-S10","NK cells",66,8,58,0.121212121212121,0.0627184559959766,0.221374390226403,0.158655934230427,TRUE
"GSM8571053_Abd-S81","B cells",56,6,50,0.107142857142857,0.0500393557111707,0.214684451710715,0.164645095999544,TRUE
"GSM8571077_Res-S70","NK cells",39,4,35,0.102564102564103,0.0406133134466838,0.235788544628565,0.195175231181881,TRUE
