"total_pairs","usable_pairs","unstable_pairs","low_neg_pairs","retained_cells","retained_PLA","total_cells","total_PLA","retained_cell_fraction","retained_PLA_fraction"
240,173,43,50,129839,33211,137324,39405,0.945493868515336,0.842811825910417
