"marker_label","n_PLA","n_platelet_free","pla_q25","pla_median","pla_q75","platelet_free_median","platelet_free_q95","platelet_free_above_pla_q25","platelet_free_above_pla_median"
"CD41",33211,96628,1.19770159285942,1.83219485119319,2.37802937747097,0.16371978505585,0.682269808097656,0.0126153909839798,0
"CD42b",33211,96628,0.433096240695944,0.734312750370208,1.15313155816861,0,0.734312750370208,0.344558513060397,0.08986008196382
"CD62P",33211,96628,0.880780435720366,1.45779871686127,2.0677401198412,0.145809511957868,0.741380255801536,0.0297946764912862,0.00319783085648052
