"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","ci_lower","ci_upper","ci_width","enough_negative_control"
"GSM8571050_Abd-S67","NK cells",520,81,439,0.155769230769231,0.127136984639654,0.189450135429168,0.0623131507895139,TRUE
"GSM8571079_Uri-S157","NK cells",413,64,349,0.154963680387409,0.123259350774533,0.19302746770483,0.069768116930297,TRUE
"GSM8571045_Abd-S45","CD4 T cells",342,52,290,0.152046783625731,0.117871972427292,0.193951425462682,0.07607945303539,TRUE
"GSM8571059_IC08","CD4 T cells",693,105,588,0.151515151515152,0.12674559117673,0.180126877609198,0.0533812864324686,TRUE
"GSM8571067_Res-S146","NK cells",134,20,114,0.149253731343284,0.0987439928210405,0.219313137419605,0.120569144598565,TRUE
"GSM8571051_Abd-S75","CD4 T cells",859,125,734,0.145518044237485,0.123514960816845,0.170677507829291,0.047162547012446,TRUE
"GSM8571048_Abd-S55","CD8 T cells",85,12,73,0.141176470588235,0.0826423293272671,0.230741300233405,0.148098970906138,TRUE
"GSM8571059_IC08","CD8 T cells",157,22,135,0.140127388535032,0.0943934181317302,0.20305140219925,0.10865798406752,TRUE
"GSM8571044_Abd-S42","CD4 T cells",886,124,762,0.139954853273138,0.118660887660816,0.164357459398961,0.0456965717381447,TRUE
"GSM8571054_Abd-S9","NK cells",359,50,309,0.139275766016713,0.107265319301351,0.178924299597766,0.0716589802964147,TRUE
"GSM8571043_Abd-S23","CD4 T cells",409,56,353,0.136919315403423,0.106966097495181,0.173629410406574,0.0666633129113924,TRUE
"GSM8571046_Abd-S49","CD8 T cells",625,84,541,0.1344,0.109881480022277,0.16338526537164,0.0535037853493623,TRUE
"GSM8571069_Res-S164","NK cells",205,27,178,0.131707317073171,0.0921195201865023,0.18484396755831,0.0927244473718082,TRUE
"GSM8571058_HC13","CD4 T cells",2352,296,2056,0.125850340136054,0.113053011246362,0.139867853436513,0.0268148421901508,TRUE
"GSM8571075_Res-S40","CD4 T cells",1580,196,1384,0.124050632911392,0.108702662844274,0.141222262795336,0.0325195999510622,TRUE
"GSM8571061_IC10","CD8 T cells",1374,167,1207,0.121542940320233,0.105312497595978,0.139883679843664,0.0345711822476859,TRUE
"GSM8571076_Res-S41","CD4 T cells",1174,137,1037,0.116695059625213,0.0995673924088439,0.136322978693292,0.0367555862844476,TRUE
"GSM8571070_Res-S166","CD4 T cells",619,71,548,0.11470113085622,0.0919391296775844,0.142215897665705,0.050276767988121,TRUE
"GSM8571052_Abd-S80","NK cells",194,22,172,0.11340206185567,0.0760916408932485,0.165725514650744,0.0896338737574952,TRUE
"GSM8571047_Abd-S51","CD4 T cells",503,56,447,0.111332007952286,0.0867361336185003,0.141819476434061,0.0550833428155612,TRUE
"GSM8571043_Abd-S23","NK cells",108,12,96,0.111111111111111,0.0647126692898373,0.184224166068596,0.119511496778758,TRUE
"GSM8571068_Res-S149","CD4 T cells",927,102,825,0.110032362459547,0.0914745448317533,0.131808869170899,0.040334324339146,TRUE
"GSM8571080_Uri-S85","CD8 T cells",383,42,341,0.109660574412533,0.0821588655821844,0.144914672731117,0.0627558071489322,TRUE
