"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUROC","AUPR","Prevalence","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"sepsis","AUCell","LEUKOCYTE",FALSE,"raw","biologist","gmm_dist_dual",0.838406668219266,0.680415093435011,0.286949113046518,0.624281024662608,0.697995419895222,0.564649156198452,22250,9627,17155,88292,-0.416717235730054,34.7177924195925
