"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUROC","AUPR","Prevalence","F1","Prec","Rec","SRI","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"heart","AUCell","MANNE_DN",FALSE,"raw","biologist","gmm_dist_dual",0.426599792715428,0.0273540905056696,0.0345911949685535,0.0729952021932831,0.0379273504273504,0.968181818181818,0.982172835583696,213,5403,7,737,-0.920692434290192,0.932071057955424
