"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","AUPR","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"heart","AUCell","MANNE_DN",FALSE,"raw","gmm_dual","gmm_dist_dual",0.515376348404578,0.0596266983797257,0.158457766882104,0.0865806137359961,0.933070866141732,711,7501,51,3478,-0.917312986000006,2.2065309047699
