"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUROC","AUPR","Prevalence","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"sepsis","AUCell","UNION_ALL",FALSE,"raw","biologist","gmm_dist_dual",0.822689089141844,0.657013807639807,0.286949113046518,0.609113542933241,0.708918764109303,0.533942393097323,21040,8639,18365,89280,-0.0309055780767028,47.2916698177656
