"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUROC","AUPR","Prevalence","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"heart","AUCell","LEUKOCYTE",FALSE,"raw","biologist","gmm_dist_dual",0.591516878886586,0.0457248682629861,0.0345911949685535,0.0764818355640535,0.04068584713746,0.636363636363636,140,3301,80,2839,-0.695864448655264,1.9012402733167
