"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUROC","AUPR","Prevalence","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"immune_aging","AUCell","LEUKOCYTE",FALSE,"raw","biologist","gmm_dist_dual",0.518492894345946,0.048822060204339,0.0387319625556964,0.0871317398554753,0.0501720412899096,0.330870712401055,627,11870,1268,35161,-0.233150373667633,5.27695940732956
