"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"vaccine","AUCell","MANNE_DN",FALSE,"raw","biologist","gmm_dist_dual",0.888687066652132,0.917514516849471,0.902090906872911,0.933474715342473,36974,4013,2635,85892,-0.166723113842683,23.5579882224401
