"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"vaccine","AUCell","MANNE_DN",FALSE,"qc_tolerant","biologist","gmm_dist_dual",0.750817605777747,0.363112391930836,0.972972972972973,0.223206377325066,252,7,877,45,-1.04014625606693,4.06727041800817
