"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","AUPR","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"impact","AUCell","MANNE_DN",FALSE,"raw","gmm_dual","gmm_dist_dual",0.610386864929737,0.0795909744795081,0.137073027090695,0.0852720278439275,0.349212303075769,931,9987,1735,33909,-0.0440265616912912,4.27988385756811
