"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","AUPR","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"vaccine","AUCell","MANNE_DN",FALSE,"raw","gmm_dual","gmm_dist_dual",0.680150824764731,0.123407118226297,0.126462839286808,0.0722452979885192,0.506793255852022,3096,39758,3013,92501,-0.166421136307174,19.7431489388148
