"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"immune_aging","AUCell","MANNE_DN",FALSE,"raw","biologist","gmm_dist_dual",0.66409690257069,0.0820173204279165,0.0792712949286066,0.0849604221635884,161,1870,1734,45161,0.655987919689779,14.2793471733729
