"Dataset","Method","Signature","Ext","Filter_Mode","GT_Source","Threshold_Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Value","Runtime_Min"
"heart","AUCell","MANNE_DN",FALSE,"raw","biologist","gmm_dist_dual",0.427204989635771,0.0725229826353422,0.0376724442872303,0.968181818181818,213,5441,7,699,-0.937713475566,9.13902930816015
