"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,12,109,970,-0.564833240078062,1093,0.887465690759378,0.493890019863656,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",5,33,565,4019,-0.264944401413017,4636,0.867989646246764,0.500313901603518,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",0,14,113,2105,0.0559844412611051,2238,0.940571939231457,0.496696554744362,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"DCs","DCs",0,8,0,54,0.176512942428031,74,0.72972972972973,0.435483863943809,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",2,18,33,434,0.344325389125068,584,0.746575342465753,0.508659922268181,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,0.0432732542709326,12103,0,0,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"Monocytes","Monocytes",195,2415,439,6965,0.564134950461855,10014,0.714999001398043,0.525054145393264,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
"Neutrophils","Neutrophils",25,54,54,662,-0.359952878628317,7340,0.0935967302452316,0.620518348246021,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,-0.238764817147318,8480,0,0,"impact","AUCell","REACTOME","gmm_dist_dual","raw","biologist"
