"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,6,0,160,0.16531151422167,166,0.963855421686747,0.481927707940195,"heart","AUCell","gmm_dist_dual","raw","biologist"
"DCs","DCs",0,1539,0,43,0.738784589287587,1737,0.02475532527346,0.0135903919003853,"heart","AUCell","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",0,14,0,111,-1.18168138712764,660,0.168181818181818,0.443999996448,"heart","AUCell","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,-0.451342280735118,3847,0,0,"heart","AUCell","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",1,49,1,9,0.172475632263045,60,0.166666666666667,0.327586080558921,"heart","AUCell","gmm_dist_dual","raw","biologist"
"Macrophages","Macrophages",170,2488,4,129,0.306399827037542,2791,0.107130060910068,0.513152286151318,"heart","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","Neutrophils",42,1343,2,236,0.145214523189338,2465,0.112778904665314,0.552003558683549,"heart","AUCell","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",0,2,0,11,-1.25108990977643,13,0.846153846153846,0.423076890532547,"heart","AUCell","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,-0.843579746642348,2,0,0,"heart","AUCell","gmm_dist_dual","raw","biologist"
