"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,4,5,157,-1.57572961435776,166,0.94578313253012,0.48757763672312,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"DCs","DCs",44,1227,5,461,0.383476353054652,1737,0.290731145653425,0.585531715294412,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"NK cells","NK cells",1,100,3,556,-0.767934865447818,660,0.843939393939394,0.548780455908879,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"Unassigned","Unassigned",189,1004,23,2631,-0.500129351895323,3847,0.733038731479075,0.807652926608392,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"CD4 T cells","CD4 T cells",0,36,0,24,0.170973752732801,60,0.4,0.199999996666667,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"Macrophages","Macrophages",114,2138,12,527,0.5312737490017,2791,0.229666786098173,0.551255245188798,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Neutrophils",316,1294,50,805,0.219201800188755,2465,0.454766734279919,0.623451967790661,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
"CD8 T cells","CD8 T cells",0,2,0,11,-0.536124998857553,13,0.846153846153846,0.423076890532547,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
NA,NA,0,1,0,1,-0.0494762217610776,2,0.5,0.249999875000062,"heart","AUCell","REACTOME","gmm_dist_dual","raw","gmm_dual"
