"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"DCs","DCs",2142,432,156,40,0.825615663466746,5738,0.380271871732311,0.508430322316613,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",1788,5599,655,3132,0.0544859323094143,34211,0.143813393353015,0.545304409854815,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,0.343434937574085,117212,0,0,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"neutrophils","neutrophils",0,0,0,0,0.953614860280095,4210,0,0,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",1373,2630,6131,16770,-0.575079563250595,26904,0.674360689860244,0.523701036388715,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"B cells","B cells",215,460,273,20328,-0.584116682983102,21276,0.96554803534499,0.709222809342842,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",764,862,4916,44187,-0.867655443915184,50729,0.886100652486743,0.55768616111824,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
"Monocytes","Monocytes",19210,3192,1782,287,0.836426594759907,24471,0.796738997180336,0.498802744022145,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,1.97222451686224,292,0,0,"sepsis","AUCell","OVERLAP","gmm_dist_dual","raw","biologist"
