"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",1,6,4,155,0.175416677268504,166,0.939759036144578,0.581366436637479,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"DCs","DCs",47,1623,2,65,0.743411750298657,1737,0.0644789867587795,0.498845381438069,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"NK cells","NK cells",1,67,3,589,-1.17720210199676,660,0.893939393939394,0.573932894894927,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"Unassigned","Unassigned",198,1476,14,2159,-0.455156004279693,3847,0.612685209253964,0.763954994990482,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"CD4 T cells","CD4 T cells",0,49,0,11,0.185394018212631,60,0.183333333333333,0.0916666651388889,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"Macrophages","Macrophages",124,2531,2,134,0.30868440414066,2791,0.0924399856682193,0.517204201094384,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Neutrophils",348,1750,18,349,0.143214282465764,2465,0.282758620689655,0.558544660834703,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
"CD8 T cells","CD8 T cells",0,3,0,10,-1.26990917714316,13,0.769230769230769,0.384615355029588,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
NA,NA,0,1,0,1,-0.831521469040183,2,0.5,0.249999875000062,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_dual"
