"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",22,57,153,861,1.07842750880217,1093,0.807868252516011,0.531811390353129,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"CD4 T cells","CD4 T cells",0,96,0,4540,-0.589529072848483,4636,0.979292493528904,0.489646246658834,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"CD8 T cells","CD8 T cells",2,22,231,1983,-0.795864389529014,2238,0.886952636282395,0.498805560939225,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"DCs","DCs",12,23,11,28,1.08631932130849,74,0.540540540540541,0.53537935241426,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"NK cells","NK cells",7,18,53,506,-0.792934995650078,584,0.878424657534247,0.541157758920606,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"Unassigned","Unassigned",923,2953,1221,7006,0.296212147084114,12103,0.655126828059159,0.566994008321346,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"Monocytes","Monocytes",0,3822,0,6192,-0.0689611606259113,10014,0.618334331935291,0.309167165936772,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
"Neutrophils","Neutrophils",385,911,1125,4919,0.121252731606242,7340,0.722615803814714,0.549353083345989,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
NA,NA,0,1388,0,7092,-0.00781924264002684,8480,0.836320754716981,0.418160377309179,"impact","AUCell","MANNE_DN","gmm_dist_dual","raw","gmm_single"
