"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,9,62,1022,-0.396060891678182,1093,0.935041171088747,0.49563530504788,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"CD4 T cells","CD4 T cells",0,14,0,4622,-0.256705242683652,4636,0.996980155306299,0.498490077545623,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"CD8 T cells","CD8 T cells",1,2,175,2060,0.15050218007218,2238,0.920911528150134,0.502355942780143,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"DCs","DCs",0,7,14,53,0.493225086684396,74,0.716216216216216,0.441666659305556,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"NK cells","NK cells",2,4,51,527,0.400969406252836,584,0.905821917808219,0.515101444895027,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"Unassigned","Unassigned",106,779,1033,10185,0.0424776890330652,12103,0.850285053292572,0.51100668986127,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"Monocytes","Monocytes",0,1722,0,8292,0.743240171998315,10014,0.828040742959856,0.414020371438584,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Neutrophils",23,35,1199,6083,-0.508192591412802,7340,0.831880108991826,0.50655038997572,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
NA,NA,0,143,0,8337,-0.378689804336146,8480,0.98313679245283,0.491568396168447,"impact","AUCell","UNION_ALL","gmm_dist_dual","raw","gmm_dual"
