"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",14,71,95,911,-0.0427426189565839,1093,0.846294602012809,0.528069469593754,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",72,469,498,3583,0.602499268498382,4636,0.78839516824849,0.505285239038149,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",21,542,92,1577,0.482778577392385,2238,0.714030384271671,0.465029838590809,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"DCs","DCs",0,22,0,40,0.0501689764001585,74,0.540540540540541,0.322580639958377,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",8,193,27,259,0.391529760725528,584,0.457191780821918,0.40079013516531,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,-0.112321589536151,12103,0,0,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"Monocytes","Monocytes",244,3624,390,5756,0.00804074973957523,10014,0.599161174355902,0.499252049464343,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
"Neutrophils","Neutrophils",18,254,61,462,-0.340019959313715,7340,0.0653950953678474,0.436549747064263,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,-0.0335658768082353,8480,0,0,"impact","AUCell","MANNE_UP","gmm_dist_dual","raw","biologist"
