"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"Late-NK-cells","CD4 TEM_1",0,0,0,1,-0.0634044607340612,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD4 TEM_2",0,0,0,1,-0.730699216013223,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 Naive",0,0,0,229,-0.670745249931854,229,1,0.499999997816594,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 Naive_2",0,0,1,3,-0.727104175889465,4,0.75,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 Proliferating",0,0,0,2,-0.795133396692894,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TCM_1",0,0,0,6,-0.826244320840803,6,1,0.499999916666681,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TCM_2",0,0,0,9,-0.832958135089019,9,1,0.499999944444451,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_1",0,0,0,30,-0.557704041647647,30,1,0.499999983333334,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_2",0,2,0,59,-0.7905636609492,61,0.967213114754098,0.483606549449073,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_3",0,1,0,8,-0.5425280560312,9,0.888888888888889,0.444444395061734,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_4",0,0,0,34,-0.790643663325666,34,1,0.499999985294118,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_5",0,0,1,31,-0.934266329627309,34,0.911764705882353,0.499999983870968,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","CD8 TEM_6",0,0,0,73,-0.57274474499085,73,1,0.499999993150685,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Doublet",11,0,0,0,0.887546502351859,11,1,0.499999954545459,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","HSPC",0,0,5,52,-0.41167215337087,57,0.912280701754386,0.499999990384616,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
