"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"Neutrophils","CD14 Mono",24,149,4,36,0.249753868462811,213,0.28169014084507,0.525868710036673,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Doublet",0,2,0,0,0.721038431145948,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","HSPC",0,0,0,1,-0.878279437797335,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","NK_1",0,0,0,1,-1.02819820033059,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","NK_2",0,0,0,3,-1.08545499709144,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","NK_3",0,0,0,1,-0.900960874195354,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Platelet",2,0,2,1,1.22904728588501,5,0.6,0.749999437500516,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","CD14 Mono",0,4,0,2,0.758425920818294,6,0.333333333333333,0.166666638888894,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","CD16 Mono",0,1134,0,44,0.611729339236751,1178,0.0373514431239389,0.0186757215461157,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","Doublet",0,47,0,0,0.817331545402408,47,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","NK Proliferating",0,0,0,1,-0.617166316337207,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","NK_1",0,0,0,2,-1.00164432357193,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","NK_2",0,0,0,19,-0.869297123126232,19,1,0.499999973684212,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","NK_4",0,0,0,2,-0.646486221924891,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","Platelet",0,1,0,1,1.95897463357688,2,0.5,0.249999875000062,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","cDC2_1",0,5,0,0,1.7304176714344,5,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","cDC2_2",0,12,0,0,1.79411931536689,12,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Non-classical-Monocytes","pDC",0,2,0,0,1.89300484600459,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","ASDC_mDC",0,0,0,1,1.80587493789025,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","ASDC_pDC",0,3,0,2,2.81685847489954,5,0.4,0.199999960000008,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD14 Mono",0,11,0,2,0.63573835748773,13,0.153846153846154,0.0769230710059176,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD16 Mono",0,6,0,1,0.322730279766092,7,0.142857142857143,0.0714285612244912,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 CTL",0,19,0,1431,-0.698141714926661,1450,0.986896551724138,0.49344827552176,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 Naive",0,12,0,16953,-0.651579644312757,16965,0.999292661361627,0.499646330651362,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 Proliferating",0,0,0,52,-0.833996380101858,52,1,0.499999990384616,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TCM_1",0,0,0,7684,-0.671423066135022,7684,1,0.49999999993493,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TCM_2",0,0,0,529,-0.805423597925638,529,1,0.49999999905482,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TCM_3",0,2,0,5427,-0.659150242145936,5429,0.999631608030945,0.499815803923408,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TEM_1",0,2,0,1416,-0.628234723094374,1418,0.998589562764457,0.499294781030116,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TEM_2",0,2,0,405,-0.609569591459845,407,0.995085995085995,0.497542996320533,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TEM_3",0,2,0,1815,-0.645598870133785,1817,0.998899284534948,0.499449641992598,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD4 TEM_4",0,1,0,74,-0.649930849826639,75,0.986666666666667,0.493333326755556,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 Naive",0,0,0,1,-0.827937713109047,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 Proliferating",0,0,0,8,-0.562883000567556,8,1,0.499999937500008,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 TCM_2",0,0,0,3,-0.666493830454851,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 TCM_3",0,0,0,7,-0.596776732397524,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 TEM_2",0,0,0,1,-0.539717509124457,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 TEM_4",0,0,0,2,-0.521185115969978,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","CD8 TEM_5",0,0,0,1,-0.915067621223391,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","Doublet",0,0,0,20,-0.850812771525099,20,1,0.499999975000001,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","Eryth",0,1,0,12,-0.571952383555038,13,0.923076923076923,0.461538426035506,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","HSPC",0,0,0,15,-0.541543088151615,15,1,0.499999966666669,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","MAIT",0,5,0,680,-0.566499936586359,685,0.992700729927007,0.496350364238905,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","NK Proliferating",0,0,0,15,-0.751189633199651,15,1,0.499999966666669,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","NK_1",0,0,0,4,-1.00683062762635,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","NK_2",0,0,0,5,-0.714530531118949,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","NK_3",0,0,0,4,-0.621522811742924,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","NK_CD56bright",0,0,0,3,-0.621499761502682,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","Platelet",0,1,0,21,-0.107110600264669,22,0.954545454545455,0.477272705578513,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","Treg Memory",0,0,0,1146,-0.722838272156916,1146,1,0.4999999995637,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","Treg Naive",0,1,0,1248,-0.721446489029412,1249,0.99919935948759,0.499599679343795,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","cDC1",0,3,0,2,2.3352375351894,5,0.4,0.199999960000008,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","cDC2_1",0,4,0,0,1.81984338347684,4,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","cDC2_2",0,12,0,0,1.73458054482209,12,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","dnT_1",0,0,0,10,-0.549177327719729,10,1,0.499999950000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","dnT_2",0,0,0,29,-0.639532997730544,29,1,0.499999982758621,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","gdT_1",0,0,0,6,-0.540224614409779,6,1,0.499999916666681,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","gdT_2",0,0,0,5,-0.664244127007243,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","gdT_3",0,0,0,7,-0.591916424597948,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","gdT_4",0,0,0,1,-1.32720591674838,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD4","pDC",0,8,0,1,3.05172505613757,9,0.111111111111111,0.0555555493827167,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD14 Mono",1,4,0,0,0.961019092352312,5,0.2,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 Naive",0,0,0,2,-0.742190819409217,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 Proliferating",0,0,2,6,-0.668683603277831,8,0.75,0.499999916666681,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 TCM_1",0,0,0,4,-0.951371749604367,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 TCM_2",0,0,0,1,-0.877173026265724,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 TCM_3",0,0,0,2,-0.475407338849584,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD4 TEM_3",0,0,0,1,-0.6370817239062,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 Naive",0,2,351,8751,-0.693452504270832,9104,0.961225834797891,0.499885753398848,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 Naive_2",2,0,38,198,-0.724410367705318,238,0.840336134453782,0.524999996849748,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 Proliferating",0,0,16,26,-0.766294784919308,42,0.619047619047619,0.499999980769231,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TCM_1",0,1,39,744,-0.665513607228238,784,0.948979591836735,0.499328858390163,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TCM_2",0,0,62,1030,-0.680691005348452,1092,0.943223443223443,0.499999999514563,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TCM_3",0,1,25,502,-0.695596330367526,528,0.950757575757576,0.499005963222652,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_1",2,28,141,1985,-0.549575656398224,2156,0.921614100185529,0.500038212859135,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_2",2,31,102,1768,-0.747297144096161,1903,0.93011035207567,0.50099948652883,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_3",0,1,16,258,-0.636619042720253,275,0.938181818181818,0.49806949614645,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_4",0,18,150,2450,-0.853941659384317,2618,0.935828877005348,0.496353322327247,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_5",2,10,67,1292,-0.871632494996378,1371,0.943836615609045,0.510652507256344,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","CD8 TEM_6",0,1,10,297,-0.633003627506001,308,0.964285714285714,0.498322145978785,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","Eryth",0,1,0,16,-0.580329320637697,17,0.941176470588235,0.470588207612458,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","HSPC",0,0,0,2,-0.0567688755763816,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","MAIT",0,13,48,982,-0.540421878498368,1043,0.941514860977948,0.49346733618747,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","NK Proliferating",0,0,6,16,-0.765928375905592,22,0.727272727272727,0.499999968750002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","NK_1",0,0,0,4,-1.02543217150156,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","NK_2",0,0,1,10,-0.855924895715473,11,0.909090909090909,0.499999950000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","NK_4",0,0,0,2,-1.1685741634037,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","NK_CD56bright",0,0,0,3,-0.725871249317959,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","Platelet",1,0,2,18,-0.639307718535274,21,0.904761904761905,0.666666583333353,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","Treg Memory",0,0,2,1,-0.624265790331709,3,0.333333333333333,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","Treg Naive",0,0,0,1,-1.17341471385449,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","dnT_1",0,0,2,7,-0.745171983813835,9,0.777777777777778,0.499999928571439,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","dnT_2",0,0,0,3,-0.367762716919959,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","gdT_1",0,0,1,35,-0.769735856498275,36,0.972222222222222,0.499999985714286,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","gdT_2",0,0,3,92,-0.84357887823487,95,0.968421052631579,0.499999994565217,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","gdT_3",0,0,1,5,-0.612878971652215,6,0.833333333333333,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"T-cells-CD8","gdT_4",0,0,0,52,-0.9623401177687,52,1,0.499999990384616,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B intermediate kappa",0,10,9,448,1.44176366883859,467,0.9593147751606,0.489082968364448,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B intermediate lambda",0,15,11,411,1.46463559458424,437,0.940503432494279,0.482394365064802,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B memory kappa",1,14,22,1175,1.17118360596721,1212,0.97029702970297,0.51585182882172,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B memory lambda",0,5,15,731,1.17225250065053,751,0.973368841544607,0.496603260194833,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B naive kappa",0,1,8,124,1.46950503507135,133,0.932330827067669,0.495999996032,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","B naive lambda",0,1,3,18,1.27831780304496,22,0.818181818181818,0.473684185595569,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","CD16 Mono",0,2,0,0,0.713016947541771,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","CD4 Naive",0,0,0,1,-0.756574169320156,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","CD4 TCM_3",0,0,0,2,-0.656582227150838,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","CD8 Naive",0,0,0,1,-0.697381152378983,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","CD8 TEM_2",0,0,0,1,-0.0191508835016174,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","Doublet",1,0,0,0,1.28337209208709,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","Eryth",0,0,0,1,0.992939065039281,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","ILC",0,0,0,1,-0.666401629493883,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","NK_3",0,0,0,1,-0.403905493619242,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","Plasma",1,1,20,173,-0.665361886349434,195,0.892307692307692,0.520935956600298,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","Plasmablast",0,0,5,21,-0.668156993943073,26,0.807692307692308,0.499999976190477,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","Platelet",0,0,1,0,1.81942847915248,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","cDC2_2",1,1,0,0,1.59952918724485,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"Total-memory-B-cells","pDC",1,0,0,0,2.27167419269836,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC1","ASDC_mDC",1,1,0,0,2.93607431743059,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC1","CD14 Mono",1,0,0,0,0.975789686299315,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC1","cDC1",8,24,5,11,2.29036793753453,48,0.395833333333333,0.464835136676732,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC1","cDC2_1",0,1,0,0,2.41716730910517,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC1","cDC2_2",0,6,0,0,1.76433840497437,6,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","ASDC_pDC",0,1,0,0,1.24769032019265,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD14 Mono",1141,2996,74,142,0.859580319486537,4353,0.294739260280266,0.492173201063577,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD16 Mono",123,139,5,1,0.905002054483035,268,0.462686567164179,0.484040174792256,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 CTL",0,0,0,1,-1.13081786988748,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 Naive",0,0,1,21,-0.703214958636567,22,0.954545454545455,0.499999976190477,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 Proliferating",0,0,2,4,-0.86200596818656,6,0.666666666666667,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TCM_1",0,0,0,25,-0.667397399872333,25,1,0.499999980000001,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TCM_2",0,0,0,1,-1.03290044933993,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TCM_3",0,0,0,7,-0.544656846319148,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TEM_1",0,0,0,2,-0.639432848410872,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TEM_2",0,0,0,1,-0.529483202457058,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD4 TEM_3",0,0,0,2,-0.749520795806138,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 Naive",0,1,0,15,-0.600933184646856,16,0.9375,0.468749970703127,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 Proliferating",0,0,0,1,-0.581207941559859,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 TCM_2",0,0,0,1,-0.807745702657152,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 TEM_1",0,0,2,6,-0.626778266518075,8,0.75,0.499999916666681,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 TEM_4",0,0,1,1,-0.474300927317974,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 TEM_5",0,0,0,2,-1.2720236416093,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","CD8 TEM_6",0,0,0,1,-0.58756980786662,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","Doublet",25,9,0,2,0.788306715585197,36,0.75,0.59090906264463,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","Eryth",1,1,0,0,0.497543301760585,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","HSPC",0,0,1,3,-0.749589946526864,4,0.75,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","MAIT",0,0,0,5,-0.479750004111157,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","NK Proliferating",0,0,0,3,-0.448715160649476,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","NK_2",0,0,0,7,-0.965923036979926,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","NK_4",0,0,0,1,-1.30950333224261,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","Plasma",0,0,0,2,-0.382883674518639,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","Platelet",8,2,5,0,1.27525840752195,15,0.533333333333333,0.30769228402367,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","Treg Naive",0,0,0,3,-0.61818052690785,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","cDC2_1",23,30,0,0,2.04492245578599,53,0.433962264150943,0.499999978260871,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","cDC2_2",15,36,1,0,1.94041564399136,52,0.288461538461538,0.468749970703127,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","gdT_1",0,0,0,1,-0.711764502289923,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"cDC2","pDC",2,2,0,0,3.06510956230469,4,0.5,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"pDCs","ASDC_mDC",0,3,0,0,2.56395123896552,3,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"pDCs","ASDC_pDC",0,3,0,0,2.63383956737893,3,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"pDCs","pDC",5,1,1,6,2.50868030905628,13,0.846153846153846,0.845237964569181,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD14 Mono",0,4,0,0,0.68300553474683,4,0,0,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 CTL",0,0,0,1,-0.999431500508708,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 Naive",0,0,0,11,-0.655287222744521,11,1,0.499999954545459,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 TCM_1",0,0,0,14,-0.474458986108204,14,1,0.499999964285717,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 TCM_3",0,0,0,11,-0.64517864466026,11,1,0.499999954545459,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 TEM_1",0,0,0,2,-0.792670845538956,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 TEM_2",0,0,0,3,-0.861683264823174,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD4 TEM_3",0,0,0,18,-0.690942451938082,18,1,0.499999972222224,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 Naive",0,0,0,39,-0.731452953647303,39,1,0.499999987179488,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 Naive_2",0,0,0,2,-1.06277356069342,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 Proliferating",0,0,0,2,-0.906354630411957,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TCM_1",0,0,0,5,-0.653290652844297,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TCM_2",0,0,0,45,-0.678025097306527,45,1,0.499999988888889,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TCM_3",0,0,1,5,-0.900868673234387,6,0.833333333333333,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TEM_1",0,1,0,35,-0.462437737006814,36,0.972222222222222,0.486111097608025,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TEM_2",0,0,0,30,-0.754269145295967,30,1,0.499999983333334,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
"unknown-R11","CD8 TEM_3",0,0,0,1,-0.249837687842451,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","gmm_dual"
