"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,5,5,156,-1.24106503248384,166,0.939759036144578,0.484472046680298,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"DCs","DCs",47,1616,2,72,0.364188472877526,1737,0.0685089234312032,0.500918841152481,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"NK cells","NK cells",1,168,3,488,-0.86025197913457,660,0.740909090909091,0.496951187695204,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"Unassigned","Unassigned",203,1478,9,2157,-0.511077062934436,3847,0.613465037691708,0.775472344601435,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"CD4 T cells","CD4 T cells",0,50,0,10,0.00968397336882428,60,0.166666666666667,0.0833333319444445,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"Macrophages","Macrophages",124,2571,2,94,0.493134099866485,2791,0.0781082049444644,0.50969951066568,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Neutrophils",355,1817,11,282,0.303178454937139,2465,0.25841784989858,0.552147521402927,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
"CD8 T cells","CD8 T cells",0,4,0,9,-1.20115706294614,13,0.692307692307692,0.346153819526629,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
NA,NA,0,1,0,1,-0.668487694796,2,0.5,0.249999875000062,"heart","AUCell","GOBP","gmm_dist_dual","raw","gmm_dual"
