"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,6,0,160,0.176828505322805,166,0.963855421686747,0.481927707940195,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"DCs","DCs",0,1537,0,45,0.738655855718323,1737,0.0259067357512953,0.0142225031515661,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",0,12,0,113,-1.17524964237635,660,0.171212121212121,0.451999996384,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,-0.451969796768936,3847,0,0,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",1,48,1,10,0.177850221673716,60,0.183333333333333,0.336206770065461,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"Macrophages","Macrophages",169,2478,5,139,0.308858238242562,2791,0.110354711572913,0.512189307587612,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"Neutrophils","Neutrophils",43,1319,1,260,0.140899623191266,2465,0.122920892494929,0.570966941459218,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",0,3,0,10,-1.27598205516917,13,0.769230769230769,0.384615355029588,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,-0.715170906254395,2,0,0,"heart","AUCell","MANNE_DN","gmm_dist_dual","raw","biologist"
