"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"B cells","B cells",6,77,56,954,1.08922453493859,1093,0.878316559926807,0.511044709512032,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"CD4 T cells","CD4 T cells",0,94,0,4542,-0.582113978929376,4636,0.979723899913719,0.489861949851195,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"CD8 T cells","CD8 T cells",4,22,229,1983,-0.796996117006504,2238,0.887846291331546,0.503097406414368,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"DCs","DCs",6,26,8,34,1.11863402189398,74,0.540540540540541,0.497619027590704,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"NK cells","NK cells",9,15,51,509,-0.785899804680684,584,0.886986301369863,0.56068702072388,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"Unassigned","Unassigned",560,3360,579,7604,0.298013133550108,12103,0.674543501611171,0.5926009262743,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"Monocytes","Monocytes",0,3874,0,6140,-0.0688863678957588,10014,0.613141601757539,0.306570800848155,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
"Neutrophils","Neutrophils",323,976,899,5142,0.118753779424971,7340,0.744550408719346,0.552395763658138,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
NA,NA,0,1404,0,7076,-0.0142282712765898,8480,0.834433962264151,0.417216981082875,"impact","AUCell","gmm_dist_dual","raw","gmm_dual"
