"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Signature","Mode","Filter_Mode","GT_Source"
"B cells","B cells",0,4,0,162,-1.15224795531123,166,0.975903614457831,0.487951804289447,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"DCs","DCs",0,1494,0,88,0.434026215736614,1737,0.0506620610247553,0.0278128950519514,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"NK cells","NK cells",0,45,0,80,-0.262222765812172,660,0.121212121212121,0.31999999744,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"Unassigned","Unassigned",0,0,0,0,-0.232727865137888,3847,0,0,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"CD4 T cells","CD4 T cells",1,43,1,15,0.0104892786814331,60,0.266666666666667,0.37931021759816,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"Macrophages","Macrophages",157,2414,17,203,0.244596486160564,2791,0.128986026513794,0.489934290849383,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"Neutrophils","Neutrophils",39,1270,5,309,-0.0736466289126186,2465,0.141176470588235,0.541028546489589,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
"CD8 T cells","CD8 T cells",0,5,0,8,0.202157587983176,13,0.615384615384615,0.30769228402367,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
NA,NA,0,0,0,0,0.676744249731433,2,0,0,"heart","AUCell","GNATENKO","gmm_dist_dual","raw","biologist"
