"total_pairs","usable_pairs","unstable_pairs","low_neg_pairs","retained_cells","retained_PLA","total_cells","total_PLA","retained_cell_fraction","retained_PLA_fraction"
167,126,20,41,108471,18825,129514,39609,0.837523356548327,0.475270771794289
