"contrast","group","sender","receiver","ligand","receptor","lr_interaction","id","scaled_lfc_ligand","scaled_p_val_ligand_adapted","scaled_lfc_receptor","scaled_p_val_receptor_adapted","max_scaled_activity","scaled_pb_ligand","scaled_pb_receptor","fraction_expressing_ligand_receptor","prioritization_score","top_group"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","CALR","SCARF1","CALR_SCARF1","CALR_SCARF1_CD4.T.cells_Monocytes",0.63724434876211,0.768299246501615,0.825117370892019,0.758215962441315,0.185457354336645,0.530620807340004,1.001,0.275,0.581086104329196,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_CD8.T.cells_NK.cells",0.953713670613563,0.942949407965554,0.903755868544601,0.808098591549296,0.40761898995776,0.16638982085794,0.702246609100326,0.4,0.580085698208755,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","NK.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_NK.cells_NK.cells",0.154736275565124,0.36275565123789,0.287265258215962,0.164906103286385,0.404503674784968,0.68920534669395,0.900676224082638,1,0.579869481619039,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","NK.cells","TGFB1","APP","TGFB1_APP","TGFB1_APP_NK.cells_NK.cells",0.453175457481163,0.432185145317546,0.206866197183099,0.29518779342723,0.567160358587185,0.990118569652768,0.527815018926033,0.7,0.579800207311751,"PLA"
"PLA-platelet.free","PLA","NK.cells","NK.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_NK.cells_NK.cells",0.219321851453175,0.21259418729817,0.854166666666667,0.72887323943662,0.373807460107362,0.720883999100259,0.673540262914986,0.7,0.579284949091654,"platelet.free"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","THBS1","ITGA4","THBS1_ITGA4","THBS1_ITGA4_CD4.T.cells_B.cells",0.992195909580194,0.988697524219591,0.248239436619718,0.311619718309859,0.677058571655418,0.830223292197377,0.267086768109062,0.425,0.578290821054423,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_Monocytes_NK.cells",0.310010764262648,0.272874058127018,0.491784037558685,0.48943661971831,0.567160358587185,0.431936571588046,0.687681101352259,1,0.57813846189347,"PLA"
"PLA-platelet.free","PLA","B.cells","B.cells","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_B.cells_B.cells",0.210172228202368,0.243272335844995,0.97593896713615,0.984741784037559,0.350957799872082,0.369521869572744,0.763851909111773,0.775,0.577732372694522,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_Monocytes_Monocytes",0.245425188374596,0.195909580193757,0.338028169014085,0.224178403755869,0.358059630347596,0.739147495904042,0.966616602353239,0.9,0.577599066545672,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","PSAP","LRP1","PSAP_LRP1","PSAP_LRP1_Monocytes_CD4.T.cells",0.255920344456405,0.118945102260495,0.962441314553991,0.972417840375587,0.420366941460396,0.932148734087899,0.450000443646263,0.5,0.576229736669633,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","S100A8","CD36","S100A8_CD36","S100A8_CD36_NK.cells_Monocytes",0.147739504843918,0.353067814854682,0.187793427230047,0.102112676056338,0.472028315412889,0.672328837521343,0.91761936913297,1,0.576222205593283,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","CD4.T.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_CD4.T.cells_CD4.T.cells",0.63724434876211,0.768299246501615,0.962441314553991,0.972417840375587,0.30412282898339,0.530620807340004,0.450000443646263,0.5,0.575824242511051,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","S100A9","CD68","S100A9_CD68","S100A9_CD68_B.cells_Monocytes",0.000538213132400431,0.00861141011840689,0.778755868544601,0.889084507042254,0.479143941011625,0.157942849623335,1.001,0.975,0.575263631675632,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_Monocytes_Monocytes",0.382131324004306,0.321313240043057,0.560446009389671,0.610328638497653,0.511536390577997,0.001,1.001,1,0.57510766609089,"platelet.free"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","HSP90B1","LRP1","HSP90B1_LRP1","HSP90B1_LRP1_Monocytes_Monocytes",0.639935414424112,0.67491926803014,0.338028169014085,0.224178403755869,0.54297249624604,0.001,0.966616602353239,1,0.574853287701897,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_Monocytes_NK.cells",0.310010764262648,0.272874058127018,0.540786384976526,0.546948356807512,0.567160358587185,0.431936571588046,0.614327974653537,1,0.574789114485937,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_Monocytes_CD4.T.cells",0.690527448869752,0.727664155005382,0.22593896713615,0.07981220657277,0.83422249427167,0.751517294133454,0.001,1,0.574785196199525,"platelet.free"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","S100A12","CD36","S100A12_CD36","S100A12_CD36_NK.cells_Monocytes",0.128094725511302,0.295748116254037,0.187793427230047,0.102112676056338,0.619558202058636,0.652530069974386,0.91761936913297,0.9,0.574430352281976,"PLA"
"PLA-platelet.free","PLA","NK.cells","NK.cells","S100A8","CD68","S100A8_CD68","S100A8_CD68_NK.cells_NK.cells",0.852798708288482,0.647470398277718,0.105633802816901,0.224765258215962,0.620153615670925,0.703428753356258,0.556579751432754,0.65,0.574249367376578,"platelet.free"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","ANXA1","DYSF","ANXA1_DYSF","ANXA1_DYSF_NK.cells_Monocytes",0.194025834230355,0.128632938643703,0.129107981220657,0.062793427230047,0.510665790998737,0.913635341765279,0.812370048680342,0.95,0.573991878684457,"PLA"
"PLA-platelet.free","PLA","Monocytes","NK.cells","CXCL2","CXCR2","CXCL2_CXCR2","CXCL2_CXCR2_Monocytes_NK.cells",0.169537136706136,0.242734122712594,0.778169014084507,0.699823943661972,0.421620097268139,0.931590027654686,0.995174732021969,0.15,0.573919494254566,"platelet.free"
"PLA-platelet.free","PLA","CD4.T.cells","NK.cells","HSP90B1","LRP1","HSP90B1_LRP1","HSP90B1_LRP1_CD4.T.cells_NK.cells",0.51291711517761,0.530139935414424,0.854166666666667,0.72887323943662,0.483509167757063,0.273042258833208,0.673540262914986,0.7,0.573856694642153,"PLA"
"PLA-platelet.free","PLA","Monocytes","B.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_Monocytes_B.cells",0.326964477933262,0.257804090419806,0.997652582159624,0.997065727699531,0.384473204871588,0.0177876445378974,0.826046703109827,0.925,0.57384183193757,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","ANXA1","DYSF","ANXA1_DYSF","ANXA1_DYSF_CD8.T.cells_Monocytes",0.254574811625404,0.102260495156082,0.129107981220657,0.062793427230047,0.510665790998737,0.893262459340256,0.812370048680342,0.95,0.573444442772572,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","B.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_CD8.T.cells_B.cells",0.776910656620022,0.904198062432723,0.137910798122066,0.30575117370892,0.598839362473711,1.001,0.378073959571185,0.4,0.573383111247793,"platelet.free"
"PLA-platelet.free","PLA","Monocytes","CD8.T.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_Monocytes_CD8.T.cells",0.326964477933262,0.257804090419806,0.582746478873239,0.714201877934272,0.4786971794722,0.0177876445378974,1.001,1,0.573057214431731,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","APP","LRP1","APP_LRP1","APP_LRP1_NK.cells_Monocytes",0.217707212055974,0.319698600645856,0.338028169014085,0.224178403755869,0.692576136568228,0.527815018926033,0.966616602353239,0.7,0.572802325097232,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_CD8.T.cells_NK.cells",0.943487621097955,0.903121636167923,0.183392018779343,0.240903755868545,0.620153615670925,0.157003491417772,0.673533225657129,0.85,0.572690474783785,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_NK.cells_Monocytes",0.196716899892357,0.203982777179763,0.338028169014085,0.224178403755869,0.358059630347596,0.705001243689886,0.966616602353239,0.925,0.57268843355196,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","LRPAP1","LRP1","LRPAP1_LRP1","LRPAP1_LRP1_CD8.T.cells_NK.cells",0.551668460710441,0.588805166846071,0.854166666666667,0.72887323943662,0.430409877958831,0.265852173322647,0.673540262914986,0.7,0.571926513504394,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A8","AGER","S100A8_AGER","S100A8_AGER_CD4.T.cells_B.cells",0.994079655543595,0.968783638320775,0.891138497652582,0.693661971830986,0.584348059271885,0.573928294487789,0.0992845334697803,0.4,0.571898794817237,"PLA"
"PLA-platelet.free","PLA","Monocytes","B.cells","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_Monocytes_B.cells",0.326964477933262,0.257804090419806,0.999413145539906,0.979460093896714,0.384473204871588,0.0177876445378974,0.996486844868317,0.75,0.571761433028774,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","CALR","LRP1","CALR_LRP1","CALR_LRP1_CD4.T.cells_Monocytes",0.363293864370291,0.232238966630786,0.338028169014085,0.224178403755869,0.404921536078205,0.477194830219426,0.966616602353239,1,0.571267111756064,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","LRPAP1","LRP1","LRPAP1_LRP1","LRPAP1_LRP1_B.cells_Monocytes",0.214747039827772,0.236006458557589,0.338028169014085,0.224178403755869,0.401616241452109,0.549036336889368,0.966616602353239,1,0.570624869378729,"PLA"
"PLA-platelet.free","PLA","B.cells","CD8.T.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_B.cells_CD8.T.cells",0.793595263724435,0.782023681377826,0.366490610328638,0.354460093896714,0.251899994757558,0.329061276456805,0.816458121616314,0.875,0.570117369582414,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_NK.cells_Monocytes",0.219321851453175,0.21259418729817,0.974178403755869,1,0.185457354336645,0.720883999100259,0.785517380390592,0.525,0.569984325846851,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","ANXA1","DYSF","ANXA1_DYSF","ANXA1_DYSF_CD4.T.cells_Monocytes",0.27475780409042,0.163616792249731,0.129107981220657,0.062793427230047,0.510665790998737,0.830844821901517,0.812370048680342,0.95,0.569836443996004,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_B.cells_NK.cells",0.778525296017223,0.686221743810549,0.146420187793427,0.271713615023474,0.140323887322921,0.894612782987146,0.665326324070967,0.775,0.569450569283895,"platelet.free"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_B.cells_CD4.T.cells",0.00134553283100108,0.0102260495156082,0.870892018779343,0.947769953051643,0.400819129740618,0.148475621612214,1.001,0.95,0.569235254740271,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","S100A8","CD68","S100A8_CD68","S100A8_CD68_B.cells_Monocytes",0.00134553283100108,0.0102260495156082,0.778755868544601,0.889084507042254,0.472028315412889,0.148475621612214,1.001,0.95,0.568534985998639,"PLA"
"PLA-platelet.free","PLA","B.cells","CD4.T.cells","HSP90B1","LRP1","HSP90B1_LRP1","HSP90B1_LRP1_B.cells_CD4.T.cells",0.211248654467169,0.365984930032293,0.962441314553991,0.972417840375587,0.508699788428833,0.743890881355176,0.450000443646263,0.45,0.568106247190799,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","CALR","TAP2","CALR_TAP2","CALR_TAP2_B.cells_NK.cells",0.778525296017223,0.686221743810549,0.28843896713615,0.371478873239437,0.140323887322921,0.894612782987146,0.759216347683662,0.55,0.567747576349235,"platelet.free"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","ANXA1","DYSF","ANXA1_DYSF","ANXA1_DYSF_Monocytes_Monocytes",0.20048439181916,0.0715823466092573,0.129107981220657,0.062793427230047,0.510665790998737,0.900858779498146,0.812370048680342,0.95,0.567646448769464,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_CD8.T.cells_Monocytes",0.422497308934338,0.28794402583423,0.30193661971831,0.339201877934272,1.001,0.866311262372825,0.3371594058191,0.525,0.56754343073375,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_CD4.T.cells_NK.cells",0.363293864370291,0.232238966630786,0.685446009389671,0.66637323943662,0.140323887322921,0.477194830219426,0.811615039912627,1,0.56713496622811,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_CD8.T.cells_B.cells",0.422497308934338,0.28794402583423,0.758509389671362,0.596830985915493,0.503412204071633,0.866311262372825,0.524115266420951,0.475,0.56695493134052,"platelet.free"
"PLA-platelet.free","PLA","CD4.T.cells","NK.cells","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_CD4.T.cells_NK.cells",0.908234660925727,0.88751345532831,0.854166666666667,0.72887323943662,0.267859775580188,0.420594864248845,0.673540262914986,0.35,0.566898152320447,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","Monocytes","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_CD8.T.cells_Monocytes",0.93810548977395,0.91280947255113,0.440140845070423,0.390258215962441,0.579565571840396,0.136975119827914,0.992675124317234,0.35,0.566645471277419,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","CD4.T.cells","TGFB1","TGFBR3","TGFB1_TGFBR3","TGFB1_TGFBR3_NK.cells_CD4.T.cells",0.453175457481163,0.432185145317546,0.122652582159624,0.101525821596244,0.693976655909052,0.990118569652768,0.659718239407856,0.5,0.566430494707827,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_CD8.T.cells_NK.cells",0.776910656620022,0.904198062432723,0.161971830985915,0.281103286384977,0.578915650687118,1.001,0.403207377378351,0.35,0.565869157712881,"platelet.free"
"platelet.free-PLA","platelet.free","NK.cells","CD4.T.cells","THBS1","ITGA6","THBS1_ITGA6","THBS1_ITGA6_NK.cells_CD4.T.cells",0.0923035522066738,0.138858988159311,0.901995305164319,0.953345070422535,0.587310487732619,0.537506098590897,1.001,0.225,0.565678007383323,"platelet.free"
"PLA-platelet.free","PLA","B.cells","B.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_B.cells_B.cells",0.793595263724435,0.782023681377826,0.15962441314554,0.190140845070423,1.001,0.329061276456805,0.14811246576961,0.95,0.565144307314254,"platelet.free"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD8.T.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_CD8.T.cells_CD8.T.cells",0.422497308934338,0.28794402583423,0.2018779342723,0.0880281690140845,0.425315965258923,0.866311262372825,0.597518510415992,1,0.564886576179203,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","PF4V1","CXCR3","PF4V1_CXCR3","PF4V1_CXCR3_B.cells_NK.cells",0.997847147470398,0.96232508073197,0.161971830985915,0.281103286384977,0.558407894321921,1.001,0.403207377378351,0.225,0.564873157414484,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_Monocytes_NK.cells",0.310010764262648,0.272874058127018,0.453051643192488,0.466549295774648,0.567160358587185,0.431936571588046,0.912525418615682,0.725,0.564644204911553,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","TGFB1","ACVRL1","TGFB1_ACVRL1","TGFB1_ACVRL1_Monocytes_Monocytes",0.310010764262648,0.272874058127018,0.651701877934272,0.584507042253521,1.001,0.431936571588046,0.794448168368058,0.25,0.564488601874139,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_Monocytes_NK.cells",0.366523143164693,0.278794402583423,0.214788732394366,0.353286384976526,0.455406560092253,0.905215888758909,0.691669742062363,0.725,0.563998087078838,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_CD8.T.cells_B.cells",0.422497308934338,0.28794402583423,0.509976525821596,0.504694835680751,0.503412204071633,0.866311262372825,0.151597522923983,1,0.56397955625065,"PLA"
"PLA-platelet.free","PLA","B.cells","B.cells","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_B.cells_B.cells",0.793595263724435,0.782023681377826,0.921068075117371,0.747065727699531,1.001,0.329061276456805,0.001,0.425,0.562989608402731,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_NK.cells_Monocytes",0.433799784714747,0.40043057050592,0.440140845070423,0.390258215962441,0.00164243021654389,0.548009729212892,0.992675124317234,1,0.562440331978906,"platelet.free"
"PLA-platelet.free","PLA","B.cells","Monocytes","THBS1","ITGA4","THBS1_ITGA4","THBS1_ITGA4_B.cells_Monocytes",0.982777179763186,0.956942949407966,0.226525821596244,0.116784037558685,0.73309421762441,0.796906087359072,0.001,0.7,0.562085883191087,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","NK.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_NK.cells_NK.cells",0.194025834230355,0.128632938643703,0.184272300469484,0.326291079812207,0.519257044597157,0.913635341765279,0.694223750407033,0.825,0.561454535557891,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","C1QB","LRP1","C1QB_LRP1","C1QB_LRP1_Monocytes_CD4.T.cells",0.0715823466092573,0.101184068891281,0.962441314553991,0.972417840375587,0.729795356367875,0.985082912716915,0.450000443646263,0.15,0.561448582991018,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_CD4.T.cells_NK.cells",0.185683530678149,0.157158234660926,0.491784037558685,0.48943661971831,0.567160358587185,0.451087042973812,0.687681101352259,1,0.561326619036882,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","PF4V1","CXCR3","PF4V1_CXCR3","PF4V1_CXCR3_CD4.T.cells_B.cells",0.988697524219591,0.996232508073197,0.137910798122066,0.30575117370892,0.719047771461028,0.930935064473823,0.378073959571185,0.125,0.56122546626132,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_B.cells_NK.cells",0.222012917115178,0.314316469321851,0.854166666666667,0.72887323943662,0.373807460107362,0.584193356275965,0.673540262914986,0.675,0.561037620928078,"platelet.free"
"platelet.free-PLA","platelet.free","CD8.T.cells","NK.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_CD8.T.cells_NK.cells",0.254574811625404,0.102260495156082,0.184272300469484,0.326291079812207,0.519257044597157,0.893262459340256,0.694223750407033,0.825,0.560907099646006,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_CD4.T.cells_B.cells",0.814854682454252,0.843379978471475,0.242077464788732,0.403755868544601,1.001,0.909527605780573,0.001,0.3,0.560593600485017,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","CALR","LRP1","CALR_LRP1","CALR_LRP1_Monocytes_Monocytes",0.673573735199139,0.742734122712594,0.338028169014085,0.224178403755869,0.404921536078205,0.001,0.966616602353239,1,0.560299225628714,"platelet.free"
"platelet.free-PLA","platelet.free","B.cells","CD8.T.cells","CALR","TAP2","CALR_TAP2","CALR_TAP2_B.cells_CD8.T.cells",0.778525296017223,0.686221743810549,0.637617370892019,0.619131455399061,0.238665483466422,0.894612782987146,0.542768414701437,0.325,0.560299102369072,"platelet.free"
"PLA-platelet.free","PLA","CD8.T.cells","CD4.T.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_CD8.T.cells_CD4.T.cells",0.953713670613563,0.942949407965554,0.985328638497653,0.992370892018779,0.201757892785601,0.16638982085794,0.580070194434512,0.475,0.560066535437638,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_NK.cells_Monocytes",0.908234660925727,0.861679224973089,0.624413145539906,0.642605633802817,0.73309421762441,0.600184355112087,0.205803528388242,0.3,0.559591405624251,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD8.T.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_CD4.T.cells_CD8.T.cells",0.363293864370291,0.232238966630786,0.417840375586854,0.286384976525822,0.238665483466422,0.477194830219426,0.990792917750591,1,0.559422053832219,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","THBS1","CD47","THBS1_CD47","THBS1_CD47_CD4.T.cells_Monocytes",0.992195909580194,0.988697524219591,0.373532863849765,0.320422535211268,0.73309421762441,0.830223292197377,0.00560443218862478,0.45,0.559391059740137,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","Monocytes","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_CD8.T.cells_Monocytes",0.953713670613563,0.942949407965554,0.651701877934272,0.730633802816901,0.0241586879747392,0.16638982085794,1.001,0.525,0.559341314749637,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_CD4.T.cells_B.cells",0.994079655543595,0.968783638320775,0.051056338028169,0.0663145539906103,0.584348059271885,0.573928294487789,0.477931510598366,0.675,0.558554159549936,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","NK.cells","S100A9","CD68","S100A9_CD68","S100A9_CD68_CD4.T.cells_NK.cells",0.990581270182992,0.964477933261572,0.105633802816901,0.224765258215962,0.429233546383061,0.571263558816232,0.556579751432754,0.65,0.558300998145127,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_CD8.T.cells_Monocytes",0.171689989235737,0.0742734122712594,0.560446009389671,0.610328638497653,0.441587395297692,0.198438711329535,1.001,1,0.558232521887398,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","CD4.T.cells","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_CD4.T.cells_CD4.T.cells",0.908234660925727,0.88751345532831,0.962441314553991,0.972417840375587,0.187549149691951,0.420594864248845,0.450000443646263,0.425,0.558074682196478,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_B.cells_NK.cells",0.885360602798708,0.734660925726588,0.854166666666667,0.72887323943662,0.267859775580188,0.330003521114943,0.673540262914986,0.475,0.557989046154068,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_CD4.T.cells_NK.cells",0.185683530678149,0.157158234660926,0.540786384976526,0.546948356807512,0.567160358587185,0.451087042973812,0.614327974653537,1,0.557977271629348,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_B.cells_B.cells",0.00134553283100108,0.0102260495156082,0.949530516431925,0.934272300469484,0.431810468626593,0.148475621612214,0.868602702565795,0.95,0.557762665404768,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","CD8.T.cells","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_CD4.T.cells_CD8.T.cells",0.814854682454252,0.843379978471475,0.561619718309859,0.552816901408451,0.251899994757558,0.909527605780573,0.423218576429178,0.375,0.557663636214888,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_CD4.T.cells_NK.cells",0.27475780409042,0.163616792249731,0.184272300469484,0.326291079812207,0.519257044597157,0.830844821901517,0.694223750407033,0.825,0.557299100869438,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_CD4.T.cells_B.cells",0.992195909580194,0.988697524219591,0.126467136150235,0.147887323943662,0.677058571655418,0.830223292197377,0.279974803853747,0.425,0.556646769108897,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD4.T.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_CD8.T.cells_CD4.T.cells",0.0570505920344456,0.0974165769644779,0.870892018779343,0.947769953051643,0.400819129740618,0.001,1.001,0.95,0.556563950025929,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_Monocytes_NK.cells",0.673573735199139,0.742734122712594,0.685446009389671,0.66637323943662,0.140323887322921,0.001,0.811615039912627,1,0.55616708010076,"platelet.free"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","S100A8","CD68","S100A8_CD68","S100A8_CD68_CD8.T.cells_Monocytes",0.0570505920344456,0.0974165769644779,0.778755868544601,0.889084507042254,0.472028315412889,0.001,1.001,0.95,0.555863681284296,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD8.T.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_CD8.T.cells_CD8.T.cells",0.578040904198062,0.71259418729817,0.260269953051643,0.122652582159624,0.251899994757558,0.93781991558397,0.307055970842297,1,0.555592449089596,"platelet.free"
"PLA-platelet.free","PLA","NK.cells","NK.cells","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_NK.cells_NK.cells",0.433799784714747,0.40043057050592,0.785798122065728,0.647300469483568,0.507403090282944,0.548009729212892,0.619127702010406,0.525,0.555534165815204,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","S100A9","CD68","S100A9_CD68","S100A9_CD68_CD4.T.cells_Monocytes",0.00995694294940797,0.0360602798708288,0.778755868544601,0.889084507042254,0.479143941011625,0.0188504422190979,1.001,0.975,0.555153863739045,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_Monocytes_NK.cells",0.20048439181916,0.0715823466092573,0.184272300469484,0.326291079812207,0.519257044597157,0.900858779498146,0.694223750407033,0.825,0.555109105642898,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","S100A8","AGER","S100A8_AGER","S100A8_AGER_NK.cells_B.cells",0.852798708288482,0.647470398277718,0.891138497652582,0.693661971830986,0.584348059271885,0.703428753356258,0.0992845334697803,0.4,0.554932689020468,"PLA"
