"contrast","sender","receiver","ligand","receptor","lfc_ligand","lfc_receptor","ligand_receptor_lfc_avg","p_val_ligand","p_adj_ligand","p_val_receptor","p_adj_receptor"
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","TNFSF14","TNFRSF14",0.18,-0.153,0.0135,0.0154,0.0605,0.000143,0.000464
"platelet.free-PLA","CD8.T.cells","Monocytes","CALR","ITGAV",-0.121,0.148,0.0135,0.0062,0.03,0.238,0.476
"PLA-platelet.free","Monocytes","NK.cells","ICAM3","ITGAL",0.16,-0.133,0.0135,0.00326,0.0224,0.0326,0.17
"PLA-platelet.free","Monocytes","CD8.T.cells","ADAM10","CD44",-0.0256,0.0524,0.0134,0.626,0.817,0.105,0.249
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","PTDSS1","JMJD6",-0.0987,0.125,0.01315,0.0588,0.163,0.0365,0.0641
"platelet.free-PLA","CD4.T.cells","Monocytes","CEACAM21","LILRB3",0.0889,-0.0628,0.01305,0.231,0.316,0.282,0.527
"platelet.free-PLA","CD8.T.cells","NK.cells","PTPRC","CD4",0.0337,-0.00795,0.012875,0.389,0.593,0.973,0.994
"platelet.free-PLA","NK.cells","CD8.T.cells","ENG","BMPR2",-0.0414,0.0671,0.01285,0.778,0.939,0.528,0.716
"PLA-platelet.free","CD8.T.cells","NK.cells","TRAF2","TNFRSF1B",0.0988,-0.0734,0.0127,0.25,0.446,0.5,0.783
"PLA-platelet.free","CD4.T.cells","NK.cells","CEACAM21","LILRA6",-0.0889,0.114,0.01255,0.231,0.316,0.579,0.835
"platelet.free-PLA","CD4.T.cells","CD4.T.cells","DUSP18","RPSA",-0.433,0.458,0.0125,5.38e-05,0.000192,4.86e-17,1.93e-15
"PLA-platelet.free","NK.cells","Monocytes","SIGLEC9","SIGLEC10",0.518,-0.493,0.0125,0.000737,0.014,7.23e-10,5.98e-08
"platelet.free-PLA","B.cells","CD4.T.cells","ICAM3","ITGB2",0.586,-0.561,0.0125,5.11e-06,3.27e-05,4.61e-14,1.08e-12
"platelet.free-PLA","CD4.T.cells","B.cells","ITGB2","ICAM3",-0.561,0.586,0.0125,4.61e-14,1.08e-12,5.11e-06,3.27e-05
"platelet.free-PLA","CD8.T.cells","CD8.T.cells","LFNG","NOTCH2",0.0936,-0.0689,0.01235,0.0828,0.209,0.483,0.678
"platelet.free-PLA","CD8.T.cells","Monocytes","ADAM10","NOTCH2",-0.0226,0.0471,0.01225,0.663,0.818,0.418,0.662
"platelet.free-PLA","Monocytes","CD4.T.cells","TGOLN2","BTN3A1",-0.0544,0.0785,0.01205,0.247,0.488,0.334,0.43
"PLA-platelet.free","CD4.T.cells","Monocytes","BST2","LILRA5",0.165,-0.141,0.012,5.32e-05,0.000191,0.0122,0.0614
"PLA-platelet.free","NK.cells","B.cells","LFNG","NOTCH2",-0.121,0.145,0.012,0.152,0.42,0.323,0.427
"PLA-platelet.free","NK.cells","CD8.T.cells","TNFSF14","TNFRSF14",0.118,-0.0943,0.01185,0.399,0.701,0.0144,0.0573
"platelet.free-PLA","CD8.T.cells","NK.cells","ADAM10","TSPAN17",-0.0226,0.0461,0.01175,0.663,0.818,0.727,0.913
"platelet.free-PLA","NK.cells","B.cells","COL6A2","ITGB1",0.0182,0.00511,0.011655,0.921,0.987,0.977,0.986
"platelet.free-PLA","CD4.T.cells","NK.cells","HLA.A","KLRD1",-0.0839,0.107,0.01155,0.0384,0.067,0.488,0.773
"platelet.free-PLA","NK.cells","CD8.T.cells","TNFSF12","TNFRSF25",-0.248,0.271,0.0115,0.0064,0.0599,0.0117,0.0489
"platelet.free-PLA","Monocytes","Monocytes","CALR","LRP1",0.18,-0.157,0.0115,0.00334,0.0228,0.00194,0.015
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","ICAM3","ITGB2",-0.0901,0.113,0.01145,0.00431,0.0224,0.00157,0.01
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","ITGB2","ICAM3",0.113,-0.0901,0.01145,0.00157,0.01,0.00431,0.0224
"PLA-platelet.free","NK.cells","CD8.T.cells","HLA.A","KLRK1",-0.0338,0.0567,0.01145,0.59,0.84,0.358,0.562
"PLA-platelet.free","NK.cells","NK.cells","TNFSF13","FAS",0.0302,-0.00738,0.01141,0.901,0.981,0.955,0.992
"PLA-platelet.free","NK.cells","CD8.T.cells","GZMB","IGF2R",-0.0614,0.0841,0.01135,0.752,0.927,0.118,0.271
"platelet.free-PLA","CD8.T.cells","Monocytes","ICAM1","ITGAL",-0.175,0.197,0.011,0.156,0.326,0.00107,0.00918
"platelet.free-PLA","NK.cells","NK.cells","CD320","TMEM167A",0.316,-0.294,0.011,0.0641,0.256,0.00736,0.065
"platelet.free-PLA","Monocytes","CD8.T.cells","ITGAL","ICAM1",0.197,-0.175,0.011,0.00107,0.00918,0.156,0.326
"platelet.free-PLA","Monocytes","NK.cells","LTB","LTBR",0.515,-0.493,0.011,1.96e-07,6.68e-06,0.0181,0.117
"platelet.free-PLA","B.cells","CD8.T.cells","GNAS","ADRB2",0.132,-0.11,0.011,0.115,0.186,0.0791,0.202
"PLA-platelet.free","CD8.T.cells","B.cells","FASLG","FAS",0.139,-0.117,0.011,0.107,0.252,0.699,0.775
"platelet.free-PLA","NK.cells","CD8.T.cells","NAALADL1","CD96",-0.112,0.134,0.011,0.378,0.685,0.000805,0.00587
"PLA-platelet.free","NK.cells","NK.cells","HLA.C","KIR2DL3",-0.101,0.123,0.011,0.167,0.441,0.53,0.803
"platelet.free-PLA","CD4.T.cells","NK.cells","LRIG1","ERBB2",0.303,-0.281,0.011,0.00632,0.0136,0.0914,0.314
"PLA-platelet.free","CD8.T.cells","B.cells","COL6A2","ITGB1",0.0268,-0.00511,0.010845,0.751,0.874,0.977,0.986
"platelet.free-PLA","CD4.T.cells","CD8.T.cells","TGOLN2","BTN3A1",-0.0844,0.106,0.0108,0.0958,0.148,0.0634,0.172
"PLA-platelet.free","Monocytes","CD4.T.cells","IL16","CD4",0.08,-0.0585,0.01075,0.142,0.342,0.148,0.217
"platelet.free-PLA","CD8.T.cells","CD8.T.cells","GDF11","BMPR2",-0.0458,0.0671,0.01065,0.621,0.788,0.528,0.716
"platelet.free-PLA","Monocytes","CD8.T.cells","ZDHHC5","S1PR1",0.032,-0.0109,0.01055,0.739,0.886,0.845,0.927
"platelet.free-PLA","CD8.T.cells","CD4.T.cells","LTA","TNFRSF1A",0.592,-0.571,0.0105,3.45e-07,8.33e-06,1.12e-09,1.06e-08
"platelet.free-PLA","Monocytes","B.cells","CD9","IGSF8",-0.73,0.751,0.0105,0.000172,0.00202,2.72e-05,0.000147
"platelet.free-PLA","Monocytes","NK.cells","TNFSF13","TNFRSF1A",0.267,-0.246,0.0105,9.04e-06,0.000168,0.00229,0.0307
"platelet.free-PLA","CD8.T.cells","Monocytes","CD96","NECTIN2",0.134,-0.113,0.0105,0.000805,0.00587,0.32,0.569
"platelet.free-PLA","Monocytes","CD8.T.cells","NECTIN2","CD96",-0.113,0.134,0.0105,0.32,0.569,0.000805,0.00587
"platelet.free-PLA","CD4.T.cells","CD8.T.cells","CD48","CD2",0.153,-0.132,0.0105,0.000416,0.0012,0.00112,0.0077
"PLA-platelet.free","NK.cells","CD8.T.cells","MICB","HCST",0.0256,-0.00476,0.01042,0.859,0.971,0.872,0.941
"platelet.free-PLA","Monocytes","B.cells","ADAM10","TSPAN17",0.0256,-0.00488,0.01036,0.626,0.817,0.988,0.993
"platelet.free-PLA","Monocytes","CD8.T.cells","TNFRSF14","TRAF2",0.119,-0.0988,0.0101,0.0174,0.0804,0.25,0.446
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","ZDHHC5","S1PR1",0.00928,0.0109,0.01009,0.918,0.968,0.845,0.927
"platelet.free-PLA","B.cells","Monocytes","ADAM10","TSPAN17",-0.145,0.165,0.01,0.291,0.393,0.141,0.342
"platelet.free-PLA","CD8.T.cells","Monocytes","ITGB2","ICAM1",-0.113,0.133,0.01,0.00157,0.01,0.143,0.344
"platelet.free-PLA","Monocytes","CD8.T.cells","ICAM1","ITGB2",0.133,-0.113,0.01,0.143,0.344,0.00157,0.01
"PLA-platelet.free","CD4.T.cells","NK.cells","HLA.C","KIR2DL1",0.0532,-0.0332,0.01,0.168,0.241,0.874,0.974
"platelet.free-PLA","CD8.T.cells","NK.cells","CD58","CD2",-0.225,0.245,0.01,1.96e-05,0.00027,0.145,0.409
"platelet.free-PLA","CD8.T.cells","Monocytes","HLA.DQA1","CD4",-0.343,0.363,0.00999999999999998,2.95e-06,5.47e-05,8.46e-09,4.52e-07
"platelet.free-PLA","Monocytes","NK.cells","ADAM10","NOTCH2",0.0256,-0.00571,0.009945,0.626,0.817,0.967,0.994
"PLA-platelet.free","CD8.T.cells","Monocytes","ALOX5AP","ALOX5",0.0852,-0.0655,0.00985,0.119,0.272,0.215,0.447
"PLA-platelet.free","NK.cells","CD4.T.cells","LGALS9","CD47",-0.0653,0.0848,0.00975,0.704,0.899,0.067,0.109
"platelet.free-PLA","Monocytes","CD8.T.cells","MICA","KLRK1",0.0762,-0.0567,0.00975,0.576,0.785,0.358,0.562
"platelet.free-PLA","B.cells","Monocytes","BMP8B","BMPR2",0.072,-0.0525,0.00975,0.823,0.877,0.587,0.791
"PLA-platelet.free","CD4.T.cells","NK.cells","MIF","CXCR2",-0.322,0.341,0.00950000000000001,9.17e-13,1.66e-11,0.0374,0.185
"PLA-platelet.free","NK.cells","CD8.T.cells","B2M","LILRB1",-0.213,0.232,0.00950000000000001,0.0156,0.106,0.00826,0.0375
"PLA-platelet.free","Monocytes","CD4.T.cells","CALR","TAP1",-0.18,0.199,0.00950000000000001,0.00334,0.0228,0.000259,0.000791
"platelet.free-PLA","Monocytes","Monocytes","CALM3","PDE1B",-0.12,0.139,0.00950000000000001,0.059,0.191,0.357,0.606
"platelet.free-PLA","NK.cells","B.cells","PTDSS1","SCARB1",0.0861,-0.0671,0.00949999999999999,0.16,0.431,0.828,0.88
"PLA-platelet.free","Monocytes","Monocytes","HSP90B1","LRP1",-0.138,0.157,0.00949999999999999,0.0374,0.139,0.00194,0.015
"PLA-platelet.free","NK.cells","NK.cells","SERPINA1","LRP1",-0.562,0.581,0.00949999999999995,0.0718,0.273,0.0148,0.104
"platelet.free-PLA","Monocytes","NK.cells","HLA.E","KLRC3",0.0598,-0.0411,0.00935,0.197,0.422,0.81,0.952
"PLA-platelet.free","Monocytes","CD8.T.cells","LGALS9","CD47",-0.0856,0.104,0.0092,0.0461,0.161,0.00924,0.0408
"PLA-platelet.free","CD8.T.cells","Monocytes","TIMP1","CD63",0.041,-0.0227,0.00915,0.54,0.725,0.589,0.792
"PLA-platelet.free","B.cells","NK.cells","HLA.A","ERBB2",-0.263,0.281,0.00900000000000001,0.0023,0.00715,0.0914,0.314
"platelet.free-PLA","CD8.T.cells","NK.cells","HLA.DMA","CD74",-0.439,0.457,0.00900000000000001,3.35e-09,1.5e-07,0.000243,0.00659
"PLA-platelet.free","Monocytes","NK.cells","LGALS3BP","CD33",-0.515,0.533,0.00900000000000001,0.000293,0.00315,0.015,0.105
"platelet.free-PLA","NK.cells","NK.cells","ICAM3","ITGB2",0.237,-0.219,0.00899999999999999,0.00344,0.0401,4.23e-05,0.00194
"platelet.free-PLA","NK.cells","NK.cells","ITGB2","ICAM3",-0.219,0.237,0.00899999999999999,4.23e-05,0.00194,0.00344,0.0401
"PLA-platelet.free","Monocytes","Monocytes","NAMPT","INSR",-0.159,0.177,0.00899999999999999,0.0108,0.0564,0.128,0.32
"platelet.free-PLA","Monocytes","B.cells","LILRB2","IFNGR1",0.291,-0.273,0.00899999999999998,3.77e-06,8.21e-05,0.0803,0.14
"platelet.free-PLA","CD8.T.cells","Monocytes","TIGIT","RECK",-0.0904,0.108,0.0088,0.216,0.406,0.454,0.692
"platelet.free-PLA","Monocytes","CD8.T.cells","RECK","TIGIT",0.108,-0.0904,0.0088,0.454,0.692,0.216,0.406
"PLA-platelet.free","NK.cells","CD4.T.cells","LGALS9","CD44",-0.0653,0.0824,0.00855,0.704,0.899,0.0317,0.0566
"PLA-platelet.free","B.cells","CD8.T.cells","HLA.C","LILRB1",-0.215,0.232,0.00850000000000001,0.0125,0.0301,0.00826,0.0375
"PLA-platelet.free","CD8.T.cells","NK.cells","SEMA4D","PLXNB2",-0.211,0.228,0.00850000000000001,0.000108,0.00112,0.313,0.625
"PLA-platelet.free","NK.cells","Monocytes","IL15","IL15RA",0.234,-0.217,0.00850000000000001,0.176,0.455,0.0829,0.24
"platelet.free-PLA","NK.cells","Monocytes","CD59","STAB1",0.276,-0.259,0.00850000000000001,0.239,0.539,0.000132,0.00162
"PLA-platelet.free","CD4.T.cells","Monocytes","CALM2","PDE1B",0.156,-0.139,0.00849999999999999,2.78e-05,0.000107,0.357,0.606
"platelet.free-PLA","NK.cells","CD8.T.cells","B2M","KLRD1",0.213,-0.196,0.00849999999999999,0.0156,0.106,0.00486,0.0246
"PLA-platelet.free","B.cells","Monocytes","SLAMF7","SLAMF7",0.414,-0.397,0.00849999999999998,0.134,0.21,0.00146,0.0119
"PLA-platelet.free","Monocytes","B.cells","SLAMF7","SLAMF7",-0.397,0.414,0.00849999999999998,0.00146,0.0119,0.134,0.21
"platelet.free-PLA","B.cells","B.cells","ICAM1","IL2RG",-0.927,0.944,0.00849999999999995,0.00449,0.0127,4.53e-05,0.000231
"PLA-platelet.free","NK.cells","NK.cells","LGALS9","CD44",-0.0653,0.0822,0.00845,0.704,0.899,0.467,0.759
"platelet.free-PLA","CD4.T.cells","NK.cells","CD2","CD53",-0.041,0.0578,0.0084,0.516,0.612,0.311,0.622
"PLA-platelet.free","Monocytes","CD8.T.cells","MICB","HCST",0.0214,-0.00476,0.00832,0.866,0.952,0.872,0.941
"PLA-platelet.free","Monocytes","NK.cells","TGFBI","ITGB1",0.0529,-0.037,0.00795,0.317,0.566,0.687,0.892
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","PAM","DPP4",0.0921,-0.0766,0.00775,0.295,0.497,0.528,0.716
"platelet.free-PLA","CD8.T.cells","NK.cells","HLA.A","KIR3DL1",0.0196,-0.00419,0.007705,0.463,0.66,0.98,0.995
"PLA-platelet.free","Monocytes","NK.cells","HLA.A","KIR3DL1",0.0112,0.00419,0.007695,0.74,0.887,0.98,0.995
"platelet.free-PLA","CD8.T.cells","NK.cells","MFNG","NOTCH2",0.0209,-0.00571,0.007595,0.602,0.774,0.967,0.994
"PLA-platelet.free","CD4.T.cells","Monocytes","COL6A2","ITGB1",-0.0939,0.109,0.00755,0.483,0.58,0.144,0.345
"PLA-platelet.free","CD8.T.cells","Monocytes","ICAM3","ITGB2",-0.0901,0.105,0.00745,0.00431,0.0224,0.0118,0.0601
"PLA-platelet.free","Monocytes","CD8.T.cells","ITGB2","ICAM3",0.105,-0.0901,0.00745,0.0118,0.0601,0.00431,0.0224
"platelet.free-PLA","NK.cells","CD8.T.cells","ADAM10","NOTCH1",0.00119,0.0137,0.007445,0.986,0.997,0.893,0.954
"platelet.free-PLA","NK.cells","Monocytes","BST2","LILRB3",0.0772,-0.0628,0.00720000000000001,0.155,0.424,0.282,0.527
"PLA-platelet.free","Monocytes","Monocytes","ADAM15","ITGB1",-0.0947,0.109,0.00715,0.113,0.294,0.144,0.345
"platelet.free-PLA","NK.cells","CD4.T.cells","B2M","TAP1",0.213,-0.199,0.00699999999999999,0.0156,0.106,0.000259,0.000791
"platelet.free-PLA","NK.cells","Monocytes","CD6","SIGLEC9",0.0133,0.000285,0.0067925,0.93,0.989,0.995,0.998
"platelet.free-PLA","Monocytes","NK.cells","SIGLEC9","CD6",0.000285,0.0133,0.0067925,0.995,0.998,0.93,0.989
"platelet.free-PLA","Monocytes","NK.cells","CD48","CD244",-0.0231,0.0364,0.00665,0.617,0.811,0.767,0.934
"PLA-platelet.free","Monocytes","CD8.T.cells","ADAM15","ITGA5",-0.0947,0.108,0.00665,0.113,0.294,0.277,0.478
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","CD48","CD244",-0.0908,0.104,0.00659999999999999,0.00603,0.0293,0.137,0.299
"PLA-platelet.free","CD4.T.cells","Monocytes","GDF11","TGFBR1",-0.186,0.199,0.00650000000000001,0.171,0.245,0.0969,0.265
"platelet.free-PLA","CD4.T.cells","NK.cells","ICAM3","ITGB2",0.232,-0.219,0.00650000000000001,1.17e-06,6.08e-06,4.23e-05,0.00194
"PLA-platelet.free","CD8.T.cells","NK.cells","LGALS9","CD47",0.221,-0.208,0.00650000000000001,0.0461,0.136,0.0184,0.118
"platelet.free-PLA","CD8.T.cells","NK.cells","HEBP1","FPR2",0.362,-0.349,0.00650000000000001,0.000116,0.00119,0.117,0.36
"platelet.free-PLA","NK.cells","Monocytes","FLT3LG","FLT3",0.402,-0.389,0.00650000000000001,0.00137,0.0215,0.000686,0.00643
"platelet.free-PLA","NK.cells","CD4.T.cells","ITGB2","ICAM3",-0.219,0.232,0.00650000000000001,4.23e-05,0.00194,1.17e-06,6.08e-06
"platelet.free-PLA","NK.cells","NK.cells","TGFBI","ITGA4",-0.486,0.499,0.00650000000000001,0.0257,0.146,9.02e-10,3.26e-07
"platelet.free-PLA","Monocytes","Monocytes","FCAR","TNFRSF14",-0.106,0.119,0.0065,0.397,0.644,0.0174,0.0804
"platelet.free-PLA","Monocytes","Monocytes","TNFRSF14","FCAR",0.119,-0.106,0.0065,0.0174,0.0804,0.397,0.644
"platelet.free-PLA","NK.cells","CD8.T.cells","LGALS9","CD44",0.0653,-0.0524,0.00645,0.704,0.899,0.105,0.249
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","MIF","CD44",-0.0396,0.0524,0.0064,0.224,0.415,0.105,0.249
"platelet.free-PLA","NK.cells","CD8.T.cells","GZMB","MCL1",0.0614,-0.0489,0.00625,0.752,0.927,0.248,0.444
"PLA-platelet.free","Monocytes","CD8.T.cells","HLA.B","CD8A",-0.0486,0.0611,0.00625,0.158,0.366,0.03,0.099
"platelet.free-PLA","CD8.T.cells","CD8.T.cells","ENG","BMPR2",-0.0547,0.0671,0.0062,0.608,0.779,0.528,0.716
"platelet.free-PLA","Monocytes","Monocytes","TCTN1","TMEM216",0.0717,-0.0596,0.00605,0.607,0.805,0.637,0.825
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","FAM3C","ADGRG5",-0.157,0.169,0.00600000000000001,0.12,0.181,0.0592,0.164
"platelet.free-PLA","CD8.T.cells","Monocytes","CALR","TAP1",-0.121,0.133,0.00600000000000001,0.0062,0.03,0.0281,0.114
"platelet.free-PLA","CD4.T.cells","Monocytes","CALR","ITGAV",-0.136,0.148,0.00599999999999999,0.00112,0.00292,0.238,0.476
"PLA-platelet.free","NK.cells","NK.cells","ICAM1","ITGAL",0.145,-0.133,0.00599999999999999,0.333,0.643,0.0326,0.17
"PLA-platelet.free","NK.cells","NK.cells","ITGAL","ICAM1",-0.133,0.145,0.00599999999999999,0.0326,0.17,0.333,0.643
"platelet.free-PLA","CD8.T.cells","CD4.T.cells","FAM3C","CLEC2D",-0.0545,0.0664,0.00595,0.481,0.677,0.193,0.271
"PLA-platelet.free","CD8.T.cells","Monocytes","TNFRSF14","FCAR",-0.0943,0.106,0.00585,0.0144,0.0573,0.397,0.644
"PLA-platelet.free","Monocytes","CD8.T.cells","FCAR","TNFRSF14",0.106,-0.0943,0.00585,0.397,0.644,0.0144,0.0573
"platelet.free-PLA","NK.cells","CD8.T.cells","HLA.B","CD8A",0.0724,-0.0611,0.00565,0.221,0.517,0.03,0.099
"platelet.free-PLA","CD8.T.cells","Monocytes","CD6","SIGLEC9",0.011,0.000285,0.0056425,0.77,0.885,0.995,0.998
"platelet.free-PLA","Monocytes","CD8.T.cells","SIGLEC9","CD6",0.000285,0.011,0.0056425,0.995,0.998,0.77,0.885
"PLA-platelet.free","CD8.T.cells","NK.cells","CD28","CD4",0.00333,0.00795,0.00564,0.967,0.989,0.973,0.994
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","CALR","TAP2",0.136,-0.125,0.0055,0.00112,0.00292,0.236,0.43
"platelet.free-PLA","CD4.T.cells","Monocytes","IL16","KCNJ15",0.385,-0.374,0.0055,8.16e-10,7.96e-09,0.0107,0.0561
"platelet.free-PLA","CD4.T.cells","Monocytes","CD82","CD37",-0.0644,0.0754,0.0055,0.357,0.454,0.099,0.27
"platelet.free-PLA","CD4.T.cells","B.cells","LGALS9","CD47",-0.677,0.688,0.00549999999999995,1.04e-06,5.46e-06,9.26e-06,5.58e-05
"PLA-platelet.free","NK.cells","NK.cells","MICB","HCST",0.0256,-0.015,0.0053,0.859,0.971,0.865,0.972
"platelet.free-PLA","CD8.T.cells","NK.cells","COL6A2","ITGB1",-0.0268,0.037,0.0051,0.751,0.874,0.687,0.892
"PLA-platelet.free","Monocytes","CD4.T.cells","APP","SORL1",0.217,-0.207,0.005,0.00669,0.0392,0.00224,0.00544
"platelet.free-PLA","B.cells","CD4.T.cells","MICB","HCST",0.205,-0.195,0.00499999999999999,0.497,0.597,1.01e-05,4.26e-05
"platelet.free-PLA","NK.cells","CD8.T.cells","CD48","CD2",0.142,-0.132,0.00499999999999999,0.0164,0.109,0.00112,0.0077
"PLA-platelet.free","Monocytes","NK.cells","ADAM17","ITGB1",0.0461,-0.037,0.00455,0.414,0.66,0.687,0.892
"platelet.free-PLA","Monocytes","NK.cells","MFNG","NOTCH2",0.0148,-0.00571,0.004545,0.854,0.947,0.967,0.994
"PLA-platelet.free","Monocytes","Monocytes","GPI","AMFR",-0.184,0.193,0.0045,0.00385,0.0256,0.0156,0.0739
"platelet.free-PLA","Monocytes","Monocytes","SERPINA1","LRP1",0.166,-0.157,0.0045,0.000265,0.00289,0.00194,0.015
"PLA-platelet.free","Monocytes","Monocytes","HMGB1","CXCR4",0.118,-0.109,0.0045,0.0316,0.124,0.17,0.384
"PLA-platelet.free","Monocytes","Monocytes","HMGB1","HAVCR2",0.118,-0.109,0.0045,0.0316,0.124,0.212,0.443
"PLA-platelet.free","CD8.T.cells","Monocytes","CALM3","PDE1B",0.148,-0.139,0.00449999999999999,0.000573,0.00445,0.357,0.606
"PLA-platelet.free","NK.cells","B.cells","MFNG","NOTCH2",-0.136,0.145,0.00449999999999999,0.0908,0.314,0.323,0.427
"platelet.free-PLA","NK.cells","Monocytes","GNAS","ADCY9",0.206,-0.197,0.00449999999999999,0.000293,0.00729,0.224,0.457
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","ADAM10","NOTCH1",0.0226,-0.0137,0.00445,0.663,0.818,0.893,0.954
"platelet.free-PLA","B.cells","CD4.T.cells","CD86","CD28",-0.0554,0.0642,0.0044,0.685,0.763,0.389,0.487
"platelet.free-PLA","CD4.T.cells","B.cells","CD28","CD86",0.0642,-0.0554,0.0044,0.389,0.487,0.685,0.763
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","HLA.B","CD8A",-0.0529,0.0611,0.0041,0.0848,0.213,0.03,0.099
"PLA-platelet.free","B.cells","Monocytes","CD55","CR1",-0.377,0.385,0.004,0.00317,0.0094,2.82e-07,9.12e-06
"platelet.free-PLA","CD8.T.cells","Monocytes","FLT3LG","FLT3",0.397,-0.389,0.004,1.27e-08,4.68e-07,0.000686,0.00643
"platelet.free-PLA","Monocytes","CD4.T.cells","IL15","IL15RA",0.295,-0.287,0.004,0.00394,0.0261,0.00796,0.0167
"PLA-platelet.free","NK.cells","CD8.T.cells","HLA.DRB5","LAG3",-0.281,0.289,0.00399999999999998,0.0529,0.228,6.11e-06,0.000101
"PLA-platelet.free","Monocytes","NK.cells","SIGLEC9","CD4",-0.000285,0.00795,0.0038325,0.995,0.998,0.973,0.994
"platelet.free-PLA","NK.cells","Monocytes","TNFSF13","FAS",-0.0302,0.0374,0.0036,0.901,0.981,0.721,0.875
"PLA-platelet.free","NK.cells","NK.cells","TGFB1","ITGB1",0.0441,-0.037,0.00355,0.455,0.748,0.687,0.892
"PLA-platelet.free","CD4.T.cells","Monocytes","CD55","CR1",-0.378,0.385,0.0035,5.47e-06,2.46e-05,2.82e-07,9.12e-06
"PLA-platelet.free","CD4.T.cells","B.cells","PSEN1","NCSTN",0.331,-0.324,0.0035,0.00226,0.00548,0.0924,0.156
"platelet.free-PLA","CD4.T.cells","B.cells","GSTP1","TRAF2",-0.779,0.786,0.0035,1.99e-14,5.01e-13,0.0167,0.0384
"platelet.free-PLA","NK.cells","Monocytes","IFNG","IFNGR1",-0.131,0.138,0.0035,0.381,0.688,0.013,0.0644
"platelet.free-PLA","CD8.T.cells","CD8.T.cells","CLEC2B","KLRF1",-0.134,0.141,0.00349999999999999,0.000248,0.00219,0.107,0.252
"platelet.free-PLA","NK.cells","CD8.T.cells","NAMPT","ADORA2A",0.0229,-0.016,0.00345,0.909,0.984,0.874,0.942
"platelet.free-PLA","CD8.T.cells","CD8.T.cells","PTDSS1","JMJD6",0.0987,-0.0918,0.00344999999999999,0.0588,0.163,0.155,0.324
"platelet.free-PLA","CD8.T.cells","NK.cells","FAM3C","ADGRG5",-0.0545,0.0611,0.0033,0.481,0.677,0.696,0.897
"PLA-platelet.free","Monocytes","Monocytes","DUSP18","RPSA",0.00385,0.00271,0.00328,0.967,0.99,0.952,0.986
"PLA-platelet.free","CD8.T.cells","Monocytes","CCL4L2","CCR1",-0.034,0.0405,0.00325,0.682,0.831,0.496,0.725
"PLA-platelet.free","Monocytes","NK.cells","MICB","HCST",0.0214,-0.015,0.0032,0.866,0.952,0.865,0.972
"platelet.free-PLA","CD8.T.cells","Monocytes","TNFSF10","TNFRSF10B",-0.0364,0.0426,0.0031,0.598,0.772,0.582,0.789
"platelet.free-PLA","CD4.T.cells","NK.cells","CD99","PILRA",-0.566,0.572,0.003,1.22e-14,3.22e-13,0.0385,0.188
"PLA-platelet.free","CD8.T.cells","Monocytes","HLA.DRB1","CD81",0.429,-0.423,0.003,9.92e-10,5.73e-08,1.09e-09,8.36e-08
"platelet.free-PLA","CD8.T.cells","Monocytes","TGFB1","TGFBR2",-0.0798,0.0858,0.003,0.0119,0.0496,0.0885,0.251
"PLA-platelet.free","Monocytes","CD4.T.cells","LFNG","NOTCH2",-0.419,0.425,0.003,2.18e-08,9.93e-07,0.000596,0.00166
"PLA-platelet.free","Monocytes","Monocytes","MIF","CD44",-0.157,0.163,0.003,0.000434,0.00443,0.000209,0.00238
"PLA-platelet.free","NK.cells","NK.cells","ICAM1","EZR",0.145,-0.139,0.00299999999999999,0.333,0.643,0.0379,0.186
"PLA-platelet.free","NK.cells","Monocytes","ICAM1","EZR",0.145,-0.139,0.00299999999999999,0.333,0.643,0.018,0.0821
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","TGOLN2","BTN3A1",0.0844,-0.0785,0.00295,0.0958,0.148,0.334,0.43
"PLA-platelet.free","NK.cells","CD8.T.cells","PTDSS1","JMJD6",-0.0861,0.0918,0.00285000000000001,0.16,0.431,0.155,0.324
"platelet.free-PLA","CD8.T.cells","B.cells","B2M","TAP2",0.0369,-0.0319,0.0025,0.217,0.407,0.916,0.945
"PLA-platelet.free","NK.cells","NK.cells","B2M","TAP2",-0.213,0.218,0.0025,0.0156,0.106,0.206,0.498
"platelet.free-PLA","NK.cells","CD8.T.cells","HLA.E","KLRD1",0.201,-0.196,0.0025,0.00327,0.0387,0.00486,0.0246
"platelet.free-PLA","NK.cells","NK.cells","IFNG","IFNGR2",-0.131,0.136,0.0025,0.381,0.688,0.559,0.822
"PLA-platelet.free","Monocytes","CD8.T.cells","ICAM1","MSN",-0.133,0.138,0.0025,0.143,0.344,8.24e-05,0.000892
"PLA-platelet.free","Monocytes","Monocytes","SEMA4A","PLXNB2",0.209,-0.204,0.0025,0.00208,0.0158,0.000729,0.00675
