geneName
CD9
F2
FCER1G
FLNA
GNAQ
GP1BA
GP1BB
GP5
GP6
GP9
HRG
LYN
MMRN1
PDGFA
PDGFB
PDPN
PLA2G4A
PLEK
PRKCA
PRKCD
PRKCQ
SELP
SYK
A2M
IGF2
P2RY12
TGFB2
VEGFA
