"geneName"
"A1BG"
"A2M"
"ABCC4"
"ACTB"
"ACTN1"
"ACTN2"
"ACTN4"
"ADAMTS18"
"ADGRG1"
"ADRA2A"
"ADRA2B"
"ADRA2C"
"AHSG"
"ALB"
"ALDOA"
"ALOX12"
"APLP2"
"APOE"
"APOH"
"APOOL"
"APP"
"BCAR1"
"C1QTNF1"
"CCL5"
"CD109"
"CD36"
"CD3D"
"CD40"
"CD40LG"
"CD63"
"CD9"
"CDC37L1"
"CEACAM1"
"CELA2A"
"CFD"
"CFL1"
"CLEC1B"
"CLEC3B"
"CLU"
"COL1A1"
"COL1A2"
"COL4A1"
"CTSG"
"CTSW"
"CYB5R1"
"CYRIB"
"DDIT3"
"DGKA"
"DGKB"
"DGKD"
"DGKE"
"DGKG"
"DGKH"
"DGKI"
"DGKK"
"DGKQ"
"DGKZ"
"ECM1"
"EGF"
"EMILIN1"
"EMILIN2"
"F11R"
"F13A1"
"F2"
"F2R"
"F2RL2"
"F2RL3"
"F5"
"F8"
"FAM3C"
"FCER1G"
"FERMT3"
"FGA"
"FGB"
"FGG"
"FLNA"
"FN1"
"FUNDC2"
"FYN"
"GAS6"
"GNA13"
"GNAQ"
"GNAS"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"GTPBP2"
"HBB"
"HGF"
"HLA-DRA"
"HRG"
"HTR2A"
"IFNG"
"IGF1"
"IGF2"
"IL1B"
"IL33"
"IL3RA"
"IL6"
"IL6R"
"IL6ST"
"ISLR"
"ITGA2B"
"ITGAM"
"ITGB2"
"ITGB3"
"ITIH3"
"ITIH4"
"ITPR1"
"ITPR2"
"ITPR3"
"JAK2"
"KNG1"
"LAMP2"
"LCK"
"LEFTY2"
"LGALS3BP"
"LHFPL2"
"LY6G6F"
"LYN"
"MAGED2"
"MAPK14"
"MFSD2B"
"MLH3"
"MMRN1"
"MPIG6B"
"MPL"
"MYL12A"
"NAGLU"
"NHLRC2"
"NOS3"
"NR1D1"
"OLA1"
"ORM1"
"ORM2"
"P2RY1"
"P2RY12"
"PCDH7"
"PCYOX1L"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PECAM1"
"PF4"
"PF4V1"
"PHACTR2"
"PIK3CA"
"PIK3CB"
"PIK3CG"
"PLA2G4A"
"PLCG2"
"PLEK"
"PLG"
"PPBP"
"PPIA"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PROS1"
"PTPN1"
"PTPN11"
"PTPN6"
"PTPRJ"
"QSOX1"
"RAB27B"
"RARRES2"
"SCCPDH"
"SELENOP"
"SELL"
"SELP"
"SELPLG"
"SERPINA1"
"SERPINA3"
"SERPINA4"
"SERPINE1"
"SERPINE2"
"SERPINF2"
"SERPING1"
"SH2B3"
"SLFN14"
"SNCA"
"SPARC"
"SPP2"
"SRC"
"SRGN"
"STXBP3"
"SVEP1"
"SYK"
"SYTL4"
"TAGLN2"
"TEC"
"TEX264"
"TGFB1"
"TGFB2"
"TGFB3"
"THBD"
"THBS1"
"TIMP1"
"TIMP3"
"TLN1"
"TLR2"
"TLR4"
"TMSB4X"
"TMX1"
"TMX3"
"TOR4A"
"TUBA4A"
"UBASH3B"
"VAV1"
"VAV2"
"VAV3"
"VCL"
"VEGFA"
"VEGFB"
"VEGFC"
"VEGFD"
"VPS33B"
"VTI1B"
"VWF"
"WDR1"
