"geneName"
"NOC2L"
"KLHL17"
"PLEKHN1"
"PERM1"
"HES4"
"ISG15"
"AGRN"
"RNF223"
"C1orf159"
"TTLL10"
"TNFRSF18"
"TNFRSF4"
"SDF4"
"B3GALT6"
"UBE2J2"
"SCNN1D"
"ACAP3"
"PUSL1"
"CPTP"
"TAS1R3"
"DVL1"
"MXRA8"
"AURKAIP1"
"CCNL2"
"ANKRD65"
"VWA1"
"ATAD3C"
"ATAD3B"
"ATAD3A"
"TMEM240"
"SSU72"
"MIB2"
"MMP23B"
"CDK11B"
"SLC35E2B"
"CDK11A"
"NADK"
"GNB1"
"CALML6"
"TMEM52"
"GABRD"
"PRKCZ"
"FAAP20"
"SKI"
"RER1"
"PEX10"
"PLCH2"
"PANK4"
"HES5"
"TNFRSF14"
"MMEL1"
"PRDM16"
"ARHGEF16"
"MEGF6"
"TPRG1L"
"WRAP73"
"TP73"
"SMIM1"
"LRRC47"
"CEP104"
"DFFB"
"C1orf174"
"AJAP1"
"NPHP4"
"KCNAB2"
"CHD5"
"RNF207"
"ICMT"
"GPR153"
"ACOT7"
"ESPN"
"TNFRSF25"
"PLEKHG5"
"NOL9"
"TAS1R1"
"ZBTB48"
"KLHL21"
"PHF13"
"THAP3"
"DNAJC11"
"CAMTA1"
"VAMP3"
"PER3"
"UTS2"
"TNFRSF9"
"PARK7"
"ERRFI1"
"SLC45A1"
"RERE"
"ENO1"
"CA6"
"SLC2A7"
"SLC2A5"
"GPR157"
"H6PD"
"SPSB1"
"SLC25A33"
"TMEM201"
"PIK3CD"
"CLSTN1"
"CTNNBIP1"
"LZIC"
"NMNAT1"
"RBP7"
"UBE4B"
"KIF1B"
"PGD"
"CORT"
"DFFA"
"PEX14"
"CASZ1"
"C1orf127"
"TARDBP"
"MASP2"
"SRM"
"EXOSC10"
"MTOR"
"ANGPTL7"
"UBIAD1"
"FBXO2"
"FBXO44"
"FBXO6"
"MAD2L2"
"DRAXIN"
"AGTRAP"
"C1orf167"
"MTHFR"
"CLCN6"
"KIAA2013"
"PLOD1"
"MFN2"
"MIIP"
"TNFRSF8"
"TNFRSF1B"
"VPS13D"
"DHRS3"
"LRRC38"
"PRDM2"
"KAZN"
"TMEM51"
"FHAD1"
"EFHD2"
"CTRC"
"CELA2A"
"CASP9"
"DNAJC16"
"AGMAT"
"DDI2"
"PLEKHM2"
"SLC25A34"
"FBLIM1"
"UQCRHL"
"SPEN"
"ZBTB17"
"CLCNKA"
"EPHA2"
"ARHGEF19"
"FBXO42"
"SZRD1"
"SPATA21"
"NECAP2"
"NBPF1"
"CROCC"
"MFAP2"
"ATP13A2"
"SDHB"
"PADI2"
"PADI4"
"PADI6"
"RCC2"
"ARHGEF10L"
"KLHDC7A"
"ALDH4A1"
"IFFO2"
"UBR4"
"EMC1"
"MRTO4"
"AKR7A2"
"CAPZB"
"NBL1"
"HTR6"
"TMCO4"
"OTUD3"
"PLA2G5"
"PLA2G2D"
"PLA2G2C"
"UBXN10"
"VWA5B1"
"CAMK2N1"
"MUL1"
"CDA"
"PINK1"
"DDOST"
"KIF17"
"SH2D5"
"HP1BP3"
"EIF4G3"
"ECE1"
"NBPF3"
"ALPL"
"RAP1GAP"
"USP48"
"HSPG2"
"WNT4"
"ZBTB40"
"C1QA"
"C1QC"
"C1QB"
"EPHB2"
"KDM1A"
"LUZP1"
"HNRNPR"
"ZNF436"
"TCEA3"
"ASAP3"
"E2F2"
"ID3"
"PITHD1"
"LYPLA2"
"GALE"
"HMGCL"
"FUCA1"
"CNR2"
"PNRC2"
"SRSF10"
"IL22RA1"
"IFNLR1"
"GRHL3"
"STPG1"
"NIPAL3"
"RCAN3"
"NCMAP"
"SRRM1"
"CLIC4"
"RUNX3"
"SYF2"
"RSRP1"
"RHD"
"TMEM50A"
"RHCE"
"LDLRAP1"
"MAN1C1"
"MTFR1L"
"AUNIP"
"PAQR7"
"STMN1"
"PAFAH2"
"SLC30A2"
"TRIM63"
"PDIK1L"
"ZNF593"
"CNKSR1"
"CATSPER4"
"CEP85"
"SH3BGRL3"
"UBXN11"
"CD52"
"ZNF683"
"LIN28A"
"DHDDS"
"ARID1A"
"PIGV"
"ZDHHC18"
"SFN"
"GPN2"
"GPATCH3"
"NUDC"
"NR0B2"
"KDF1"
"TRNP1"
"SLC9A1"
"WDTC1"
"TMEM222"
"SYTL1"
"MAP3K6"
"FCN3"
"CD164L2"
"GPR3"
"WASF2"
"AHDC1"
"FGR"
"IFI6"
"FAM76A"
"STX12"
"PPP1R8"
"THEMIS2"
"RPA2"
"SMPDL3B"
"XKR8"
"EYA3"
"PTAFR"
"DNAJC8"
"SESN2"
"MED18"
"PHACTR4"
"RCC1"
"TRNAU1AP"
"TAF12"
"RAB42"
"GMEB1"
"YTHDF2"
"OPRD1"
"EPB41"
"TMEM200B"
"SRSF4"
"MECR"
"PTPRU"
"MATN1"
"LAPTM5"
"SDC3"
"PUM1"
"SNRNP40"
"ZCCHC17"
"SERINC2"
"TINAGL1"
"PEF1"
"COL16A1"
"ADGRB2"
"SPOCD1"
"KHDRBS1"
"TMEM39B"
"KPNA6"
"TXLNA"
"CCDC28B"
"IQCC"
"DCDC2B"
"TMEM234"
"EIF3I"
"FAM167B"
"LCK"
"HDAC1"
"MARCKSL1"
"TSSK3"
"FAM229A"
"BSDC1"
"ZBTB8A"
"ZBTB8OS"
"RBBP4"
"SYNC"
"S100PBP"
"FNDC5"
"HPCA"
"TMEM54"
"RNF19B"
"AZIN2"
"TRIM62"
"ZNF362"
"A3GALT2"
"PHC2"
"ZSCAN20"
"CSMD2"
"SMIM12"
"GJA4"
"DLGAP3"
"ZMYM6"
"ZMYM1"
"SFPQ"
"ZMYM4"
"KIAA0319L"
"NCDN"
"TFAP2E"
"PSMB2"
"C1orf216"
"CLSPN"
"AGO4"
"AGO1"
"AGO3"
"TEKT2"
"COL8A2"
"TRAPPC3"
"MAP7D1"
"THRAP3"
"SH3D21"
"EVA1B"
"STK40"
"LSM10"
"OSCP1"
"CSF3R"
"GRIK3"
"ZC3H12A"
"MEAF6"
"SNIP1"
"DNALI1"
"GNL2"
"RSPO1"
"CDCA8"
"EPHA10"
"MANEAL"
"YRDC"
"C1orf122"
"MTF1"
"INPP5B"
"SF3A3"
"FHL3"
"POU3F1"
"RRAGC"
"MYCBP"
"AKIRIN1"
"NDUFS5"
"MACF1"
"BMP8A"
"PABPC4"
"HEYL"
"NT5C1A"
"HPCAL4"
"PPIE"
"BMP8B"
"OXCT2"
"TRIT1"
"MYCL"
"MFSD2A"
"CAP1"
"PPT1"
"RLF"
"TMCO2"
"ZMPSTE24"
"COL9A2"
"SMAP2"
"ZFP69B"
"ZFP69"
"EXO5"
"ZNF684"
"RIMS3"
"NFYC"
"KCNQ4"
"CITED4"
"CTPS1"
"SLFNL1"
"SCMH1"
"FOXO6"
"EDN2"
"HIVEP3"
"GUCA2A"
"FOXJ3"
"RIMKLA"
"ZMYND12"
"PPCS"
"CCDC30"
"PPIH"
"YBX1"
"CLDN19"
"P3H1"
"SVBP"
"ERMAP"
"ZNF691"
"SLC2A1"
"EBNA1BP2"
"CFAP57"
"TMEM125"
"C1orf210"
"TIE1"
"MPL"
"CDC20"
"ELOVL1"
"MED8"
"SZT2"
"HYI"
"PTPRF"
"KDM4A"
"ST3GAL3"
"ARTN"
"IPO13"
"DPH2"
"ATP6V0B"
"B4GALT2"
"CCDC24"
"SLC6A9"
"DMAP1"
"ERI3"
"RNF220"
"TMEM53"
"KIF2C"
"BEST4"
"PLK3"
"BTBD19"
"PTCH2"
"EIF2B3"
"HECTD3"
"UROD"
"ZSWIM5"
"HPDL"
"MUTYH"
"TOE1"
"TESK2"
"MMACHC"
"PRDX1"
"AKR1A1"
"NASP"
"CCDC17"
"GPBP1L1"
"TMEM69"
"IPP"
"MAST2"
"PIK3R3"
"TSPAN1"
"POMGNT1"
"LURAP1"
"RAD54L"
"LRRC41"
"UQCRH"
"NSUN4"
"FAAH"
"MKNK1"
"MOB3C"
"ATPAF1"
"EFCAB14"
"CYP4B1"
"CYP4X1"
"PDZK1IP1"
"TAL1"
"STIL"
"CMPK1"
"FOXE3"
"FOXD2"
"SLC5A9"
"SPATA6"
"AGBL4"
"BEND5"
"ELAVL4"
"DMRTA2"
"FAF1"
"CDKN2C"
"RNF11"
"TTC39A"
"EPS15"
"OSBPL9"
"NRDC"
"RAB3B"
"TXNDC12"
"KTI12"
"BTF3L4"
"ZFYVE9"
"CC2D1B"
"ORC1"
"PRPF38A"
"GPX7"
"COA7"
"ZYG11B"
"ZYG11A"
"ECHDC2"
"SCP2"
"PODN"
"CPT2"
"MAGOH"
"LRP8"
"GLIS1"
"NDC1"
"YIPF1"
"DIO1"
"LRRC42"
"LDLRAD1"
"TMEM59"
"TCEANC2"
"CDCP2"
"CYB5RL"
"SSBP3"
"ACOT11"
"MROH7"
"TTC4"
"PARS2"
"TTC22"
"DHCR24"
"BSND"
"USP24"
"PLPP3"
"C8B"
"DAB1"
"OMA1"
"TACSTD2"
"MYSM1"
"JUN"
"FGGY"
"HOOK1"
"CYP2J2"
"C1orf87"
"NFIA"
"TM2D1"
"L1TD1"
"USP1"
"DOCK7"
"ATG4C"
"ALG6"
"ITGB3BP"
"EFCAB7"
"PGM1"
"ROR1"
"CACHD1"
"RAVER2"
"JAK1"
"AK4"
"DNAJC6"
"LEPROT"
"LEPR"
"PDE4B"
"SGIP1"
"MIER1"
"SLC35D1"
"IL23R"
"IL12RB2"
"SERBP1"
"GADD45A"
"GNG12"
"DIRAS3"
"WLS"
"DEPDC1"
"LRRC7"
"LRRC40"
"SRSF11"
"ANKRD13C"
"CTH"
"PTGER3"
"ZRANB2"
"NEGR1"
"LRRIQ3"
"FPGT"
"TNNI3K"
"ERICH3"
"CRYZ"
"TYW3"
"SLC44A5"
"ACADM"
"RABGGTB"
"MSH4"
"ST6GALNAC3"
"ST6GALNAC5"
"PIGK"
"AK5"
"USP33"
"NEXN"
"FUBP1"
"DNAJB4"
"GIPC2"
