"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode"
"T-cells-CD4","CD4 TCM_3",0,4,14,5408,-0.627285364567133,5429,0.996131884324922,0.499630450757644,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD4 TEM_1",0,6,5,1407,-0.604988652209966,1418,0.992242595204513,0.497876857397115,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD4 TEM_2",0,2,0,405,-0.590856885739383,407,0.995085995085995,0.497542996320533,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD4 TEM_3",1,3,7,1804,-0.625257458394543,1817,0.993395707209686,0.561669886764607,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD4 TEM_4",0,0,1,73,-0.640378865152513,75,0.973333333333333,0.499999993150685,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 Naive",0,0,0,1,-0.746171382782093,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 Proliferating",0,0,1,7,-0.605230065732273,8,0.875,0.499999928571439,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 TCM_2",0,0,0,3,-0.620678275220711,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 TCM_3",0,0,0,7,-0.569359280723521,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 TEM_2",0,0,1,0,-0.611459022226968,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 TEM_4",0,0,0,2,-0.671781548280856,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","CD8 TEM_5",0,0,0,1,-0.783127871075976,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","Doublet",0,0,0,20,-0.770455372025525,20,1,0.499999975000001,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","Eryth",0,0,0,13,-0.429904542017958,13,1,0.499999961538465,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","HSPC",0,0,0,15,-0.442571844539865,15,1,0.499999966666669,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","MAIT",0,7,0,678,-0.544794285923936,685,0.98978102189781,0.494890510226437,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","NK Proliferating",0,0,0,15,-0.664835318007984,15,1,0.499999966666669,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","NK_1",0,0,0,4,-0.909018360231916,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","NK_2",0,0,0,5,-0.606452014135539,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","NK_3",0,0,0,4,-0.612829988728193,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","NK_CD56bright",0,0,0,3,-0.518948587013891,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","Platelet",3,0,3,15,0.0438196146390414,22,0.818181818181818,0.749999925000009,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","Treg Memory",0,1,3,1140,-0.680808144019855,1146,0.994764397905759,0.499561787467518,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","Treg Naive",0,0,2,1246,-0.677117851768896,1249,0.99759807846277,0.499999999598716,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","cDC1",2,3,0,0,2.20157349512077,5,0.4,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","cDC2_1",3,1,0,0,2.00553720689347,4,0.75,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","cDC2_2",1,11,0,0,2.0100474879917,12,0.0833333333333333,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","dnT_1",0,0,0,10,-0.483494201147436,10,1,0.499999950000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","dnT_2",0,0,0,29,-0.607948361381253,29,1,0.499999982758621,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","gdT_1",0,0,0,6,-0.517438536954571,6,1,0.499999916666681,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","gdT_2",0,0,0,5,-0.573262703358064,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","gdT_3",0,0,0,7,-0.560639593162936,7,1,0.499999928571439,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","gdT_4",0,0,0,1,-0.986507771170704,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD4","pDC",7,2,0,0,4.96481144945977,9,0.777777777777778,0.499999928571439,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD14 Mono",0,5,0,0,0.89898841868757,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 Naive",0,0,0,2,-0.700512237567391,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 Proliferating",0,0,2,6,-0.615184474675948,8,0.75,0.499999916666681,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 TCM_1",0,0,0,4,-0.790578775973937,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 TCM_2",0,0,0,1,-0.85131855270211,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 TCM_3",0,0,0,2,-0.538380546987772,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD4 TEM_3",0,0,0,1,-0.607405729962478,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 Naive",0,4,22,9076,-0.659282386872435,9104,0.996924428822496,0.499779735627778,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 Naive_2",1,1,14,222,-0.684612632641606,238,0.936974789915966,0.531091176412646,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 Proliferating",1,0,8,33,-0.707335847233942,42,0.80952380952381,0.555555534231202,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TCM_1",0,1,8,775,-0.637651233832553,784,0.988520408163265,0.499355669459593,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TCM_2",0,1,9,1082,-0.660136520828026,1092,0.990842490842491,0.499538319021664,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TCM_3",0,0,2,525,-0.654296758120309,528,0.994318181818182,0.499999999047619,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_1",0,41,14,2097,-0.535613289202812,2156,0.972634508348794,0.49041159939644,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_2",0,45,23,1831,-0.704237956259951,1903,0.96216500262743,0.488006396328355,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_3",0,1,3,271,-0.604601805431277,275,0.985454545454545,0.498161762874405,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_4",0,26,30,2560,-0.797645170919516,2618,0.977845683728037,0.494972930976422,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_5",0,16,11,1343,-0.811953949336085,1371,0.979576951130562,0.494113318253044,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","CD8 TEM_6",0,0,2,306,-0.593888046707601,308,0.993506493506494,0.499999998366013,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","Eryth",0,1,0,16,-0.493745243763755,17,0.941176470588235,0.470588207612458,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","HSPC",0,0,0,2,0.0317030885649764,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","MAIT",0,18,9,1016,-0.523032740169234,1043,0.974113135186961,0.491295937629308,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","NK Proliferating",0,0,2,20,-0.667392287940966,22,0.909090909090909,0.499999975000001,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","NK_1",0,0,0,4,-0.92105902254702,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","NK_2",0,0,0,11,-0.810005317107892,11,1,0.499999954545459,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","NK_4",0,0,0,2,-1.02155682781071,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","NK_CD56bright",0,0,0,3,-0.604544582481661,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","Platelet",1,0,0,20,-0.612855534687843,21,1,0.999999475000501,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","Treg Memory",0,0,1,2,-0.663833916389698,3,0.666666666666667,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","Treg Naive",0,0,0,1,-1.01011223788744,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","dnT_1",0,0,0,9,-0.713400647284219,9,1,0.499999944444451,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","dnT_2",0,0,0,3,-0.463633069051433,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","gdT_1",0,0,1,35,-0.672218668034869,36,0.972222222222222,0.499999985714286,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","gdT_2",0,0,0,95,-0.814336966623307,95,1,0.499999994736842,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","gdT_3",0,0,0,6,-0.618492676450643,6,1,0.499999916666681,"vaccine","AUCell","gmm_dist_dual"
"T-cells-CD8","gdT_4",0,0,0,52,-0.909311811255589,52,1,0.499999990384616,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B intermediate kappa",0,12,10,443,1.48012504885349,467,0.948608137044968,0.486813185743268,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B intermediate lambda",1,13,19,403,1.44497217907343,437,0.924485125858124,0.509374997585637,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B memory kappa",1,17,31,1161,1.10183972257211,1212,0.958745874587459,0.508409379398999,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B memory lambda",0,5,24,720,1.10222227707777,751,0.958721704394141,0.496551723453032,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B naive kappa",0,1,2,130,1.37692553690857,133,0.977443609022556,0.496183202319212,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","B naive lambda",0,0,2,19,1.17566354761853,22,0.863636363636364,0.499999973684212,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","CD16 Mono",0,2,0,0,0.638981641368343,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","CD4 Naive",0,0,0,1,-0.894951051784566,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","CD4 TCM_3",0,0,0,2,-0.582728332940433,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","CD8 Naive",0,0,0,1,-0.677980701155959,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","CD8 TEM_2",0,0,0,1,0.0745010862988612,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","Doublet",0,0,0,0,1.10260674773903,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","Eryth",0,0,0,1,0.336772938707068,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","ILC",0,0,0,1,-0.679411274896367,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","NK_3",0,1,0,0,0.0680635044670232,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","Plasma",0,2,7,185,-0.265258954335536,195,0.948717948717949,0.494652403771912,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","Plasmablast",0,0,0,24,-0.261775446142012,26,0.923076923076923,0.499999979166667,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","Platelet",0,0,1,0,1.7888052852216,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","cDC2_2",0,2,0,0,1.94998325997428,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"Total-memory-B-cells","pDC",1,0,0,0,3.89818626545379,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC1","ASDC_mDC",1,1,0,0,3.27457532911409,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC1","CD14 Mono",0,1,0,0,0.863462504134095,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC1","cDC1",10,23,5,10,2.45324718040212,48,0.416666666666667,0.484848458034896,"vaccine","AUCell","gmm_dist_dual"
"cDC1","cDC2_1",0,1,0,0,2.30190440011474,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC1","cDC2_2",1,5,0,0,1.73193997904036,6,0.166666666666667,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","ASDC_pDC",1,0,0,0,1.89514459992529,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD14 Mono",2335,1820,134,64,0.696603862264284,4353,0.551114174132782,0.489848645296623,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD16 Mono",162,100,6,0,0.74795257119898,268,0.604477611940298,0.482142854272959,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 CTL",0,0,1,0,-0.807447624662919,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 Naive",0,0,10,12,-0.64290996915625,22,0.545454545454545,0.499999958333337,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 Proliferating",0,0,3,3,-0.800851090193258,6,0.5,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TCM_1",0,0,10,15,-0.697179000752239,25,0.6,0.499999966666669,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TCM_2",0,0,1,0,-0.942875272088248,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TCM_3",0,0,1,6,-0.510807941205377,7,0.857142857142857,0.499999916666681,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TEM_1",0,0,0,2,-0.70599610357229,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TEM_2",0,0,0,1,-0.543268340600834,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD4 TEM_3",0,0,1,1,-0.643646931386157,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 Naive",1,0,3,12,-0.594351744581251,16,0.8125,0.624999927083345,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 Proliferating",0,0,1,0,-0.550659638259611,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 TCM_2",0,0,1,0,-0.849649550004967,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 TEM_1",0,0,4,4,-0.529469264729811,8,0.5,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 TEM_4",0,0,1,1,-0.476031374801639,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 TEM_5",0,0,1,1,-1.21790307368176,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","CD8 TEM_6",0,0,0,1,-0.862763142625377,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","Doublet",27,7,1,1,0.686071360323453,36,0.777777777777778,0.544642832110971,"vaccine","AUCell","gmm_dist_dual"
"cDC2","Eryth",2,0,0,0,0.648876443072835,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"cDC2","HSPC",0,0,3,1,-0.564190481554307,4,0.25,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","MAIT",0,0,1,4,-0.539215048336344,5,0.8,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"cDC2","NK Proliferating",0,0,1,2,-0.249126484309084,3,0.666666666666667,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"cDC2","NK_2",0,0,1,6,-0.872981526485437,7,0.857142857142857,0.499999916666681,"vaccine","AUCell","gmm_dist_dual"
"cDC2","NK_4",0,0,0,1,-1.31959302372913,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","Plasma",0,0,1,1,-0.106466491862802,2,0.5,0.4999995000005,"vaccine","AUCell","gmm_dist_dual"
"cDC2","Platelet",8,1,6,0,2.13846929790498,15,0.533333333333333,0.285714265306124,"vaccine","AUCell","gmm_dist_dual"
"cDC2","Treg Naive",0,0,1,2,-0.601127100768463,3,0.666666666666667,0.499999750000125,"vaccine","AUCell","gmm_dist_dual"
"cDC2","cDC2_1",48,5,0,0,2.12538599625894,53,0.905660377358491,0.499999989583334,"vaccine","AUCell","gmm_dist_dual"
"cDC2","cDC2_2",41,10,1,0,2.37720668389272,52,0.788461538461538,0.488095226473923,"vaccine","AUCell","gmm_dist_dual"
"cDC2","gdT_1",0,0,1,0,-0.435498452156734,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"cDC2","pDC",4,0,0,0,4.71385172644331,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual"
"pDCs","ASDC_mDC",0,3,0,0,3.17836924507163,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"pDCs","ASDC_pDC",3,0,0,0,3.49031379679957,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual"
"pDCs","pDC",6,0,3,4,4.21674569234037,13,0.769230769230769,0.833333171296332,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD14 Mono",0,0,0,0,0.655373632143856,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 CTL",0,0,0,0,-0.842973539216395,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 Naive",0,0,0,0,-0.598410455685667,11,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 TCM_1",0,0,0,0,-0.568354472977281,14,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 TCM_3",0,0,0,0,-0.648068704765601,11,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 TEM_1",0,0,0,0,-0.601206577087374,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 TEM_2",0,0,0,0,-0.636494062684115,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD4 TEM_3",0,0,0,0,-0.649832838208108,18,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 Naive",0,0,0,0,-0.686172875566844,39,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 Naive_2",0,0,0,0,-0.962188017583761,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 Proliferating",0,0,0,0,-0.701704382351065,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TCM_1",0,0,0,0,-0.707879692330494,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TCM_2",0,0,0,0,-0.632122865143978,45,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TCM_3",0,0,0,0,-0.842139037867823,6,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_1",0,0,0,0,-0.509629988621509,36,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_2",0,0,0,0,-0.709238737383882,30,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_3",0,0,0,0,-0.367307770530601,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_4",0,0,0,0,-0.830746604278841,32,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_5",0,0,0,0,-0.747462187823725,29,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","CD8 TEM_6",0,0,0,0,-0.514398567756203,12,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","Eryth",0,0,0,0,-0.307319045016142,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","HSPC",0,0,0,0,-0.302378456419803,28,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","ILC",0,0,0,0,-0.478654093325721,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","MAIT",0,0,0,0,-0.525906011134497,355,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK Proliferating",0,0,0,0,-0.549229064519203,10,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK_1",0,0,0,0,-0.790876812169855,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK_2",0,0,0,0,-0.900941579322527,16,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK_3",0,0,0,0,-0.844324636637891,9,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK_4",0,0,0,0,-0.714364959953679,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","NK_CD56bright",0,0,0,0,-0.307700531346917,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","Platelet",0,0,0,0,2.61615376509112,13,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","Treg Memory",0,0,0,0,-0.327847778191002,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","cDC1",0,0,0,0,1.63656839634647,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","cDC2_2",0,0,0,0,1.62118972863708,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","dnT_1",0,0,0,0,-0.612291302187744,161,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","dnT_2",0,0,0,0,-0.60433746237783,99,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","gdT_1",0,0,0,0,-0.584801085526918,936,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","gdT_2",0,0,0,0,-0.804594111606825,406,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","gdT_3",0,0,0,0,-0.601019395155949,549,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R11","gdT_4",0,0,0,0,-0.719363469587245,404,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD14 Mono",0,0,0,0,0.901611137211652,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 CTL",0,0,0,0,-0.683419645763212,69,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 Naive",0,0,0,0,-0.48866810950858,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 TCM_1",0,0,0,0,-0.61257169069173,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 TCM_3",0,0,0,0,-0.803632761355163,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 TEM_1",0,0,0,0,-0.714857713130931,6,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 TEM_3",0,0,0,0,-0.505000493044909,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD4 TEM_4",0,0,0,0,-0.809593485273532,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 Naive",0,0,0,0,-0.721424764450028,62,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 Naive_2",0,0,0,0,-0.782412584205772,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 Proliferating",0,0,0,0,-0.631248625635951,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TCM_1",0,0,0,0,-0.929666307885144,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TCM_2",0,0,0,0,-0.578961155424024,60,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TCM_3",0,0,0,0,-0.59925145964215,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_1",0,0,0,0,-0.5511861688724,24,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_2",0,0,0,0,-0.779233531449309,12,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_3",0,0,0,0,-0.628745121590236,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_4",0,0,0,0,-0.856174974084023,38,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_5",0,0,0,0,-0.361347046612232,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","CD8 TEM_6",0,0,0,0,-0.462202495311025,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","MAIT",0,0,0,0,-0.540833321468224,94,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","NK_2",0,0,0,0,-1.01249652745479,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","Platelet",0,0,0,0,-0.902103920486608,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R13","Treg Naive",0,0,0,0,-0.94096784043437,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R16","CD4 Naive",0,0,0,0,-0.928331105727429,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R16","CD8 Naive",0,0,0,0,-0.632281817781801,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R16","Treg Naive",0,0,0,0,-1.31959302372913,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-R40","CD16 Mono",0,0,0,0,1.44117586630236,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B intermediate kappa",0,0,0,0,1.33006797246397,7,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B intermediate lambda",0,0,0,0,1.37711298598969,16,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B memory kappa",0,0,0,0,0.997845605653729,21,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B memory lambda",0,0,0,0,0.648796966753923,6,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B naive kappa",0,0,0,0,1.21429189063057,19,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","B naive lambda",0,0,0,0,1.20772411403946,8,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD14 Mono",0,0,0,0,0.754609750844825,24,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD16 Mono",0,0,0,0,0.386564852505172,6,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD4 CTL",0,0,0,0,-0.794334032042509,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD4 Naive",0,0,0,0,-0.687088687303225,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD4 TCM_1",0,0,0,0,-0.571096405979731,7,0,0,"vaccine","AUCell","gmm_dist_dual"
