"marker_label","n_PLA","n_platelet_free","pla_q25","pla_median","pla_q75","platelet_free_median","platelet_free_q95","platelet_free_above_pla_q25","platelet_free_above_pla_median"
"CD41",991,17050,2.01775608301614,2.59591339086741,3.54917541447755,0.518386252697894,1.3007294428566,0.00146627565982405,0
"CD42b",991,17050,0.450380969937381,0.759786411576869,1.26658463691433,0,0.995741019424097,0.428269794721408,0.154780058651026
"CD62P",991,17050,0.740790849792431,1.45693482610708,2.41985317320339,0.311787620138215,1.04003742524179,0.202639296187683,0.0149560117302053
