"total_pairs","usable_pairs","unstable_pairs","low_neg_pairs","retained_cells","retained_PLA","total_cells","total_PLA","retained_cell_fraction","retained_PLA_fraction"
127,45,80,73,18041,991,19303,1540,0.934621561415324,0.643506493506493
