"CCI","ER_CELLTYPES","LRI","NCELLS_EMITTER_platelet-free","NCELLS_EMITTER_PLA","NCELLS_RECEIVER_platelet-free","NCELLS_RECEIVER_PLA","CCI_SCORE_platelet-free","CCI_SCORE_PLA","P_VALUE_platelet-free","BH_P_VALUE_platelet-free","P_VALUE_PLA","BH_P_VALUE_PLA","LOGFC","P_VALUE_DE","BH_P_VALUE_DE","IS_CCI_DETECTED_platelet-free","IS_CCI_DETECTED_PLA","REGULATION","neg_log10_padj"
"B cells_CD4 T cells_PF4:CXCR3","B cells_CD4 T cells","PF4:CXCR3",20788,488,45049,5680,0.194397521774504,2.23886440667315,1,1,0,0,2.44381891112258,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_PF4V1:CXCR3","B cells_CD4 T cells","PF4V1:CXCR3",20788,488,45049,5680,0.0955883186797574,1.11662117804685,1,1,0,0,2.4580119761945,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_S100A8:CD69","B cells_CD4 T cells","S100A8:CD69",20788,488,45049,5680,2.98636810774997,16.2681911102907,1,1,0,0,1.6951537661975,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_SELL:SELPLG","B cells_CD4 T cells","SELL:SELPLG",20788,488,45049,5680,3.85668254793064,3.3167024463644,0,0,0,0,-0.150836320109344,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD4 T cells_SIGLEC10:CD52","B cells_CD4 T cells","SIGLEC10:CD52",20788,488,45049,5680,2.10689839031939,2.2429657276972,0,0,0,0,0.0625820669036252,0.318,0.356237911025145,TRUE,TRUE,"FLAT",0.448259864567021
"B cells_CD4 T cells_TGFB1:CXCR4","B cells_CD4 T cells","TGFB1:CXCR4",20788,488,45049,5680,2.37976491400317,3.17628864547458,1,1,0,0,0.288711715415245,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD4 T cells_TGFB1:ITGB1","B cells_CD4 T cells","TGFB1:ITGB1",20788,488,45049,5680,2.4738541878528,4.58421588985074,1,1,0,0,0.616841740271946,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_TGFB1:TGFBR3","B cells_CD4 T cells","TGFB1:TGFBR3",20788,488,45049,5680,0.652501020352555,1.44372341470932,1,1,0,0,0.794168057092079,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_THBS1:CD47","B cells_CD4 T cells","THBS1:CD47",20788,488,45049,5680,0.169393850481424,1.35264270716427,1,1,0,0,2.07758903897297,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_THBS1:ITGA4","B cells_CD4 T cells","THBS1:ITGA4",20788,488,45049,5680,0.175735554755047,1.37005563752352,1,1,0,0,2.05362629402119,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_THBS1:PTPRJ","B cells_CD4 T cells","THBS1:PTPRJ",20788,488,45049,5680,0.0654464488479006,0.727592399867854,1,1,0,0,2.40850876770477,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_TIMP2:ITGB1","B cells_CD4 T cells","TIMP2:ITGB1",20788,488,45049,5680,0.591483409626064,2.26916827183557,1,1,0,0,1.34453500820648,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD4 T cells_VCAN:ITGB1","B cells_CD4 T cells","VCAN:ITGB1",20788,488,45049,5680,0.765986221302633,5.588116128615,1,1,0,0,1.98723332022275,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_ADAM15:ITGB1","B cells_CD8 T cells","ADAM15:ITGB1",20788,488,19400,7504,0.525679800362823,1.04580253546428,1,1,0.001,0.00193216569363358,0.687847563356537,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_ADAM17:ITGB1","B cells_CD8 T cells","ADAM17:ITGB1",20788,488,19400,7504,0.826208714038726,1.14196913885804,0,0,0,0,0.323661944046823,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_ADAM28:ITGA4","B cells_CD8 T cells","ADAM28:ITGA4",20788,488,19400,7504,2.01840287145975,1.43735742716183,0,0,0,0,-0.339500233319486,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_APP:LRP10","B cells_CD8 T cells","APP:LRP10",20788,488,19400,7504,0.602734667585762,1.017496264772,0,0,0,0,0.523623167022003,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_APP:PTGER2","B cells_CD8 T cells","APP:PTGER2",20788,488,19400,7504,0.778110838409928,1.26760320806212,0,0,0,0,0.488014178775742,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_APP:RPSA","B cells_CD8 T cells","APP:RPSA",20788,488,19400,7504,2.65916671584672,4.14791637782881,0,0,0,0,0.44459332153113,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_APP:SORL1","B cells_CD8 T cells","APP:SORL1",20788,488,19400,7504,0.556914916537434,0.88237459684694,0,0,0.009,0.016796455424275,0.460204203635433,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_ARF6:SMAP1","B cells_CD8 T cells","ARF6:SMAP1",20788,488,19400,7504,1.04522968951378,0.977747505312511,0.007,0.0115613117870722,0.05,0.0896080453842187,-0.0667404766495701,0.067,0.0835546384353131,TRUE,FALSE,"FLAT",1.07802943576526
"B cells_CD8 T cells_B2M:CD247","B cells_CD8 T cells","B2M:CD247",20788,488,19400,7504,14.0394937262995,14.7119575191524,1,1,0,0,0.0467862612342798,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_B2M:CD3D","B cells_CD8 T cells","B2M:CD3D",20788,488,19400,7504,25.7073247739269,26.4946201108806,0,0,0,0,0.0301657357461665,0.002,0.00288381742738589,TRUE,TRUE,"FLAT",2.54003223798475
"B cells_CD8 T cells_B2M:CD3G","B cells_CD8 T cells","B2M:CD3G",20788,488,19400,7504,18.7542273360129,19.5399776977926,0,0,0,0,0.0410433203270061,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_B2M:HLA-F","B cells_CD8 T cells","B2M:HLA-F",20788,488,19400,7504,15.7025054247141,16.0337381308632,1,1,0,0,0.0208748545575639,0.061,0.0764976542764345,FALSE,TRUE,"FLAT",1.11635188184533
"B cells_CD8 T cells_B2M:KLRD1","B cells_CD8 T cells","B2M:KLRD1",20788,488,19400,7504,16.6501100399063,18.4504561962636,1,1,0,0,0.102672270857606,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_BTLA:CD247","B cells_CD8 T cells","BTLA:CD247",20788,488,19400,7504,1.61887361472712,1.0871508329886,0,0,0,0,-0.398170248548532,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_BTLA:TNFRSF14","B cells_CD8 T cells","BTLA:TNFRSF14",20788,488,19400,7504,1.27648458629742,0.854618756037421,0,0,0,0,-0.401209691513356,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_CALR:HLA-F","B cells_CD8 T cells","CALR:HLA-F",20788,488,19400,7504,2.99601044202139,2.99254462296393,0.992,1,0,0,-0.0011574810306663,0.97,0.974064441554689,FALSE,TRUE,"FLAT",0.0114123103843972
"B cells_CD8 T cells_CCL5:CXCR3","B cells_CD8 T cells","CCL5:CXCR3",20788,488,19400,7504,0.399188716747174,1.69081405286136,1,1,0.02,0.0366561181434599,1.44353110064983,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_CD14:ITGA4","B cells_CD8 T cells","CD14:ITGA4",20788,488,19400,7504,0.526812502711399,3.48232050013308,1,1,0.001,0.00193216569363358,1.88860945802782,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_CD14:ITGB1","B cells_CD8 T cells","CD14:ITGB1",20788,488,19400,7504,0.534219864852039,3.81859690802936,1,1,0,0,1.96683084641137,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_CD48:CD2","B cells_CD8 T cells","CD48:CD2",20788,488,19400,7504,2.89242038400294,3.4299957980527,0,0,0,0,0.170465381390077,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_CD48:CD244","B cells_CD8 T cells","CD48:CD244",20788,488,19400,7504,0.949668908101399,1.13772857192995,0.842,1,0,0,0.180675666934747,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_CD55:ADGRE5","B cells_CD8 T cells","CD55:ADGRE5",20788,488,19400,7504,1.82137840083261,1.81916570708043,0,0,0.032,0.058128593831678,-0.00121558424183688,0.973,0.976371643084031,TRUE,FALSE,"FLAT",0.0103848423549763
"B cells_CD8 T cells_CD58:CD2","B cells_CD8 T cells","CD58:CD2",20788,488,19400,7504,0.930319102208416,1.0619782236461,1,1,0,0,0.13236104860123,0.131,0.156407833705549,FALSE,TRUE,"FLAT",0.805741499039002
"B cells_CD8 T cells_CD72:CD5","B cells_CD8 T cells","CD72:CD5",20788,488,19400,7504,1.53970389226384,1.11791693247059,0,0,0,0,-0.32012304833028,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_CD72:SEMA4D","B cells_CD8 T cells","CD72:SEMA4D",20788,488,19400,7504,1.48630495103201,1.00966781612717,0,0,0,0,-0.38667175944755,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_CD99:CD81","B cells_CD8 T cells","CD99:CD81",20788,488,19400,7504,3.06321856464763,5.06047601033635,1,1,0,0,0.501994370360699,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_CD99:CD99","B cells_CD8 T cells","CD99:CD99",20788,488,19400,7504,3.8526567955562,6.4041199054478,1,1,0,0,0.508178531409154,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_DUSP18:ITGB1","B cells_CD8 T cells","DUSP18:ITGB1",20788,488,19400,7504,0.471428677187797,0.870805334478279,0.945,1,0,0,0.613650632555814,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_DUSP18:RPSA","B cells_CD8 T cells","DUSP18:RPSA",20788,488,19400,7504,1.23660970381879,1.91487048315881,1,1,0,0,0.437276462241854,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_F13A1:ITGA4","B cells_CD8 T cells","F13A1:ITGA4",20788,488,19400,7504,0.400822297800024,3.09238543077638,1,1,0,0,2.04317987467861,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_F13A1:ITGB1","B cells_CD8 T cells","F13A1:ITGB1",20788,488,19400,7504,0.406458147174454,3.39100707242382,1,1,0,0,2.12140126306215,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_FAM3C:CLEC2D","B cells_CD8 T cells","FAM3C:CLEC2D",20788,488,19400,7504,1.13835213536081,0.865652101414801,0,0,0,0,-0.273853902975585,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_FAM3C:HLA-C","B cells_CD8 T cells","FAM3C:HLA-C",20788,488,19400,7504,5.71782767673794,4.37777568916751,0,0,0,0,-0.267048194590333,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_FAM3C:LAMP1","B cells_CD8 T cells","FAM3C:LAMP1",20788,488,19400,7504,1.02237353831488,0.759104032151921,0,0,0,0,-0.297743368596532,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_GRN:TNFRSF1A","B cells_CD8 T cells","GRN:TNFRSF1A",20788,488,19400,7504,0.933393408211504,1.82114515136396,0.003,0.0049785100286533,1,1,0.668394014886417,0,0,TRUE,FALSE,"UP",307.652655568589
"B cells_CD8 T cells_HLA-A:CD3D","B cells_CD8 T cells","HLA-A:CD3D",20788,488,19400,7504,11.3194571825555,12.0564858718212,0,0,0,0,0.0630796422038439,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-A:CD3G","B cells_CD8 T cells","HLA-A:CD3G",20788,488,19400,7504,8.25786717166376,8.89174723257839,0,0,0,0,0.0739572267846834,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-A:CD8A","B cells_CD8 T cells","HLA-A:CD8A",20788,488,19400,7504,10.5282867395046,11.589276505378,0,0,0,0,0.0960146212560675,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-A:CD8B","B cells_CD8 T cells","HLA-A:CD8B",20788,488,19400,7504,10.5895978604736,10.6443153434067,0,0,0,0,0.00515379370000103,0.746,0.776152694610778,TRUE,TRUE,"FLAT",0.110052830412763
"B cells_CD8 T cells_HLA-B:CD3D","B cells_CD8 T cells","HLA-B:CD3D",20788,488,19400,7504,19.0496232254451,18.9680553253575,0,0,0,0,-0.00429105765302443,0.72,0.751577050165215,TRUE,TRUE,"FLAT",0.124026489799266
"B cells_CD8 T cells_HLA-B:CD3G","B cells_CD8 T cells","HLA-B:CD3G",20788,488,19400,7504,13.897243986964,13.9890806690892,0,0,0,0,0.00658652692781495,0.576,0.616161305217793,TRUE,TRUE,"FLAT",0.210305578752043
"B cells_CD8 T cells_HLA-B:KLRD1","B cells_CD8 T cells","HLA-B:KLRD1",20788,488,19400,7504,12.3380525088362,13.2090693297049,0,0,0,0,0.0682154774584153,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-C:CD3D","B cells_CD8 T cells","HLA-C:CD3D",20788,488,19400,7504,12.8479736321789,13.3411300037299,0,0,0,0,0.0376656399133836,0.019,0.0251763584366063,TRUE,TRUE,"FLAT",1.59900708698663
"B cells_CD8 T cells_HLA-C:CD3G","B cells_CD8 T cells","HLA-C:CD3G",20788,488,19400,7504,9.37296355898393,9.8391817525694,0,0,0,0,0.0485432244942232,0.003,0.00426642111724985,TRUE,TRUE,"FLAT",2.3699362797184
"B cells_CD8 T cells_HLA-DPA1:LAG3","B cells_CD8 T cells","HLA-DPA1:LAG3",20788,488,19400,7504,4.51251253165027,3.76011097866203,0,0,0,0,-0.182405628184325,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DPB1:LAG3","B cells_CD8 T cells","HLA-DPB1:LAG3",20788,488,19400,7504,4.2499735039477,3.4808533605233,0,0,0,0,-0.199635266285234,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DQA1:LAG3","B cells_CD8 T cells","HLA-DQA1:LAG3",20788,488,19400,7504,2.90487131013307,2.38162448550124,0,0,0,0,-0.198606278104147,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DQA2:LAG3","B cells_CD8 T cells","HLA-DQA2:LAG3",20788,488,19400,7504,1.29844970531126,1.05968392393525,0,0,0,0,-0.203200339765345,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DQB1:LAG3","B cells_CD8 T cells","HLA-DQB1:LAG3",20788,488,19400,7504,3.40259693018601,2.70572661045516,0,0,0,0,-0.229168449298232,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DRA:LAG3","B cells_CD8 T cells","HLA-DRA:LAG3",20788,488,19400,7504,6.90827398051974,5.61404878875657,0,0,0,0,-0.207447652381976,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DRB1:LAG3","B cells_CD8 T cells","HLA-DRB1:LAG3",20788,488,19400,7504,4.68000230232448,4.05360990918286,0,0,0,0,-0.14369078216364,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-DRB5:LAG3","B cells_CD8 T cells","HLA-DRB5:LAG3",20788,488,19400,7504,3.61628204436841,3.14682278951052,0,0,0,0,-0.139053132914809,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-E:CD8A","B cells_CD8 T cells","HLA-E:CD8A",20788,488,19400,7504,9.16836818609159,10.0080516532113,0,0,0,0,0.0876306152634688,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-E:CD8B","B cells_CD8 T cells","HLA-E:CD8B",20788,488,19400,7504,9.22175986745951,9.19201968478784,0,0,0,0,-0.00323021229259737,0.848,0.868365993811699,TRUE,TRUE,"FLAT",0.061297192344639
"B cells_CD8 T cells_HLA-E:KLRD1_KLRC3","B cells_CD8 T cells","HLA-E:KLRD1_KLRC3",20788,488,19400,7504,2.29892896416354,2.30262898700523,1,1,0,0,0.00160816126988459,0.961,0.966562952243126,FALSE,TRUE,"FLAT",0.0147698551155392
"B cells_CD8 T cells_HLA-E:KLRK1","B cells_CD8 T cells","HLA-E:KLRK1",20788,488,19400,7504,2.32654055448086,2.71027857962852,0,0,0,0,0.152669002827312,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_HLA-F:CD8A","B cells_CD8 T cells","HLA-F:CD8A",20788,488,19400,7504,3.48179965182564,3.51195043705705,0,0,0,0,0.00862226177391031,0.802,0.826865450229936,TRUE,TRUE,"FLAT",0.0825651542645139
"B cells_CD8 T cells_HLA-F:CD8B","B cells_CD8 T cells","HLA-F:CD8B",20788,488,19400,7504,3.50207579408171,3.22559461801631,0,0,0,0,-0.082238565782156,0.015,0.0200712360415864,TRUE,TRUE,"FLAT",1.69742588164749
"B cells_CD8 T cells_HMGB1:CXCR4","B cells_CD8 T cells","HMGB1:CXCR4",20788,488,19400,7504,3.89252906701528,3.52978466032085,0.004,0.00662220104811815,0,0,-0.0978222257969473,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_ICAM2:ITGB2_ITGAL","B cells_CD8 T cells","ICAM2:ITGB2_ITGAL",20788,488,19400,7504,1.12044972250144,1.16079725569256,0.138,0.223254189944134,0,0,0.0353769157732869,0.421,0.460706975279484,FALSE,TRUE,"FLAT",0.336575212313292
"B cells_CD8 T cells_IL16:KCNA3","B cells_CD8 T cells","IL16:KCNA3",20788,488,19400,7504,1.03867063627841,0.798730294275296,0,0,0,0,-0.262673605465824,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_ITGB2:CD226","B cells_CD8 T cells","ITGB2:CD226",20788,488,19400,7504,0.800145256460776,1.71682190597589,1,1,0,0,0.763436849804677,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_LGALS1:CD69","B cells_CD8 T cells","LGALS1:CD69",20788,488,19400,7504,1.69444203487511,4.3982211005207,1,1,0,0,0.953846660163347,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_LGALS1:ITGB1","B cells_CD8 T cells","LGALS1:ITGB1",20788,488,19400,7504,2.07304055250319,6.42129177895389,1,1,0,0,1.13060291364408,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_LGALS1:PTPRC","B cells_CD8 T cells","LGALS1:PTPRC",20788,488,19400,7504,4.43225433744584,12.2558766402244,1,1,0,0,1.01709721328549,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_LGALS3:LAG3","B cells_CD8 T cells","LGALS3:LAG3",20788,488,19400,7504,0.397030798184523,1.67008982892127,1,1,0,0,1.43661883876818,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_LGALS9:CD44","B cells_CD8 T cells","LGALS9:CD44",20788,488,19400,7504,1.07885427918409,1.54942658252395,0.002,0.00332456350155465,1,1,0.361985290298836,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_CD8 T cells_LGALS9:CD47","B cells_CD8 T cells","LGALS9:CD47",20788,488,19400,7504,1.02733951989466,1.48739912334587,0,0,0,0,0.370056569727215,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_LGALS9:PTPRC","B cells_CD8 T cells","LGALS9:PTPRC",20788,488,19400,7504,2.56346664837322,3.66205342485533,0,0,0,0,0.356663533163643,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_LTB:TNFRSF1A","B cells_CD8 T cells","LTB:TNFRSF1A",20788,488,19400,7504,3.77451003478729,2.58688203666348,0,0,0.009,0.016796455424275,-0.377817278510266,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_MIF:CD74_CXCR4","B cells_CD8 T cells","MIF:CD74_CXCR4",20788,488,19400,7504,3.80668924354202,3.42134249612536,1,1,0,0,-0.106726829643617,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_MIF:CXCR4","B cells_CD8 T cells","MIF:CXCR4",20788,488,19400,7504,3.80668924354202,3.42134249612536,1,1,0,0,-0.106726829643617,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_MIF:TNFRSF14","B cells_CD8 T cells","MIF:TNFRSF14",20788,488,19400,7504,2.91182974805496,2.80560608465431,1,1,0,0,-0.0371620743899914,0.085,0.104539019642541,FALSE,TRUE,"FLAT",0.980721576993492
"B cells_CD8 T cells_MYL9:CD69","B cells_CD8 T cells","MYL9:CD69",20788,488,19400,7504,0.373043266557673,2.56947729777739,1,1,0,0,1.92976336207472,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_PF4:CXCR3","B cells_CD8 T cells","PF4:CXCR3",20788,488,19400,7504,0.240834924192015,2.65762310747126,1,1,0,0,2.40107569674724,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_PF4V1:CXCR3","B cells_CD8 T cells","PF4V1:CXCR3",20788,488,19400,7504,0.118422319753568,1.32547475238965,1,1,0,0,2.41526876181917,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_RPS27A:ADRB2","B cells_CD8 T cells","RPS27A:ADRB2",20788,488,19400,7504,6.7659082170006,5.66999952111313,0,0,0,0,-0.176707471660071,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_RPS27A:RIPK1","B cells_CD8 T cells","RPS27A:RIPK1",20788,488,19400,7504,4.08419215619206,3.32707599772336,0,0,0.001,0.00193216569363358,-0.205030110679422,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_RPS27A:TGFBR1","B cells_CD8 T cells","RPS27A:TGFBR1",20788,488,19400,7504,4.51893223490586,3.62290046433388,0,0,0,0,-0.22100079645855,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_S100A8:CD69","B cells_CD8 T cells","S100A8:CD69",20788,488,19400,7504,2.71751207625922,16.3427261406246,1,1,0,0,1.7940661300984,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_SECTM1:CD7","B cells_CD8 T cells","SECTM1:CD7",20788,488,19400,7504,0.357347947962219,1.95504086808788,1,1,0,0,1.69945642531946,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_SELL:SELPLG","B cells_CD8 T cells","SELL:SELPLG",20788,488,19400,7504,3.79168508383239,3.17112841792794,0,0,0,0,-0.17872304108329,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_SIGLEC10:CD52","B cells_CD8 T cells","SIGLEC10:CD52",20788,488,19400,7504,2.13978062835371,2.29866543923302,0,0,0,0,0.071625397052634,0.263,0.298181076672104,TRUE,TRUE,"FLAT",0.525519921438543
"B cells_CD8 T cells_SIRPA:CD47","B cells_CD8 T cells","SIRPA:CD47",20788,488,19400,7504,0.198261660041031,0.95935517692898,1,1,0.013,0.0240869101572914,1.57667369445725,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_SNCA:LAG3","B cells_CD8 T cells","SNCA:LAG3",20788,488,19400,7504,0.147817008101919,0.994350044000726,1,1,0,0,1.90611422459831,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_TGFB1:CXCR4","B cells_CD8 T cells","TGFB1:CXCR4",20788,488,19400,7504,2.54517519942195,3.63126435740732,1,1,0,0,0.35538140718699,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_TGFB1:ITGB1","B cells_CD8 T cells","TGFB1:ITGB1",20788,488,19400,7504,2.50838089739221,4.25369966969326,1,1,0,0,0.528151630575307,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_TGFB1:TGFBR1_TGFBR2","B cells_CD8 T cells","TGFB1:TGFBR1_TGFBR2",20788,488,19400,7504,0.912799803074042,1.36107441050733,1,1,0,0,0.399513091754729,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_CD8 T cells_TGFB1:TGFBR3","B cells_CD8 T cells","TGFB1:TGFBR3",20788,488,19400,7504,1.3061892986693,2.19415399826019,1,1,0,0,0.518682584294992,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_THBS1:CD47","B cells_CD8 T cells","THBS1:CD47",20788,488,19400,7504,0.180184127944058,1.40160940180481,1,1,0,0,2.05139716699502,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_THBS1:ITGA4","B cells_CD8 T cells","THBS1:ITGA4",20788,488,19400,7504,0.207371645154062,1.6487966752512,1,1,0,0,2.0732884424065,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_TIMP2:ITGB1","B cells_CD8 T cells","TIMP2:ITGB1",20788,488,19400,7504,0.599738534759071,2.1055640834358,1,1,0,0,1.25584489850984,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_VCAN:ITGA4","B cells_CD8 T cells","VCAN:ITGA4",20788,488,19400,7504,0.765907609513903,4.72859487329915,1,1,0,0,1.82032182214257,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_VCAN:ITGB1","B cells_CD8 T cells","VCAN:ITGB1",20788,488,19400,7504,0.776676820572374,5.18521995945334,1,1,0,0,1.89854321052611,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_CD8 T cells_VEGFB:ADRB2","B cells_CD8 T cells","VEGFB:ADRB2",20788,488,19400,7504,1.07636443176444,0.779130898801329,0,0,0,0,-0.323165308450355,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_DCs_ADAM10:CD44","B cells_DCs","ADAM10:CD44",20788,488,3440,2298,1.61435593818925,1.83428268608974,0,0,0.858,1,0.127717421069502,0.008,0.0109794628751975,TRUE,FALSE,"FLAT",1.95941890542724
"B cells_DCs_ADAM10:IL6R","B cells_DCs","ADAM10:IL6R",20788,488,3440,2298,0.735879979586735,0.78830563664522,0,0,0.695,1,0.0688188442034987,0.208,0.240252617583513,TRUE,FALSE,"FLAT",0.61933187193878
"B cells_DCs_ADAM10:NOTCH2","B cells_DCs","ADAM10:NOTCH2",20788,488,3440,2298,0.90277376321374,1.03562328270707,0,0,0.109,0.190387031917567,0.137286747010441,0.006,0.00831505483549352,TRUE,FALSE,"FLAT",2.08013488238268
"B cells_DCs_ADAM28:ITGA4","B cells_DCs","ADAM28:ITGA4",20788,488,3440,2298,1.63246069757714,1.24377593822271,0,0,0,0,-0.27193664276197,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_DCs_ANXA2:TLR2","B cells_DCs","ANXA2:TLR2",20788,488,3440,2298,1.21056196000426,2.03955294150736,0,0,0.191,0.327765432098765,0.521645955970019,0,0,TRUE,FALSE,"UP",307.652655568589
