"total_pairs","usable_pairs","unstable_pairs","low_neg_pairs","retained_cells","retained_PLA","total_cells","total_PLA","retained_cell_fraction","retained_PLA_fraction"
119,77,42,37,48308,1757,48926,1895,0.987368679229857,0.927176781002639
