"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","median_nCount_RNA","median_nCount_ADT","median_percent_mt","ci_lower","ci_upper","ci_width","enough_precision","enough_negative_control","usable_celltype_sample","n_markers_total.x","n_markers_tested.x","n_markers_pass.x","mean_median_difference.x","max_pf_overlap.x","sample_adt_status","n_markers_total.y","n_markers_tested.y","n_markers_pass.y","mean_median_difference.y","max_pf_overlap.y","lineage_adt_status","extreme_high_PLA","trusted_pair","final_pair_status"
"sample5","Macrophages",36,0,36,0,11293.5,1584.5,5.92292733293131,0,0.0964186285944636,0.0964186285944636,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,5,1,0.681891296096804,1,"ADT_suspicious",FALSE,FALSE,"sample_ADT_not_testable"
"sample5","Neutrophils",13,0,13,0,12699,1226,6.26072629916936,0,0.228095372354198,0.228095372354198,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,5,2,1.36452701991784,1,"ADT_ok",FALSE,FALSE,"frequency_QC_fail"
"sample5","CD8 T cells",1,0,1,0,9488,584,5.94435075885329,0,0.793450685622763,0.793450685622763,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",NA,NA,NA,NA,NA,NA,FALSE,FALSE,"frequency_QC_fail"
"sample6","B cells",3,0,3,0,6413,298,5.80246913580247,0,0.561497031755045,0.561497031755045,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample6","DCs",75,0,75,0,10722,1117,5.27331189710611,0,0.0487238424828058,0.0487238424828058,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"sample_ADT_not_testable"
"sample6","NK cells",8,0,8,0,5023.5,301.5,5.99242898613199,0,0.32440756488388,0.32440756488388,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample6","Macrophages",22,0,22,0,7257,843.5,4.71634845396586,0,0.148654874608621,0.148654874608621,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,5,1,0.681891296096804,1,"ADT_suspicious",FALSE,FALSE,"sample_ADT_not_testable"
"sample6","Neutrophils",6,0,6,0,7796,792.5,4.79732817021596,0,0.390334287902165,0.390334287902165,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,5,2,1.36452701991784,1,"ADT_ok",FALSE,FALSE,"frequency_QC_fail"
"sample7","B cells",2,0,2,0,5943,447,7.05205966033072,0,0.657619772493347,0.657619772493347,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample7","DCs",109,0,109,0,12959,1281,6.20562130177515,0,0.0340429737513251,0.0340429737513251,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"sample_ADT_not_testable"
"sample7","NK cells",4,0,4,0,5041.5,438,7.32394062768878,0,0.489890836454597,0.489890836454597,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample7","Macrophages",39,0,39,0,13275,1624,6.3889131003225,0,0.0896668537075714,0.0896668537075714,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,5,1,0.681891296096804,1,"ADT_suspicious",FALSE,FALSE,"sample_ADT_not_testable"
"sample7","Neutrophils",9,0,9,0,12103,957,5.44655470098886,0,0.299145048419544,0.299145048419544,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,5,2,1.36452701991784,1,"ADT_ok",FALSE,FALSE,"frequency_QC_fail"
"sample8","B cells",8,0,8,0,5843.5,456.5,5.72603010151174,0,0.32440756488388,0.32440756488388,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample8","DCs",85,0,85,0,10644,1167,6.09492988133765,0,0.0432394838140515,0.0432394838140515,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"sample_ADT_not_testable"
"sample8","NK cells",2,0,2,0,3895.5,285.5,7.49940982603386,0,0.657619772493347,0.657619772493347,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample8","CD4 T cells",2,0,2,0,9083.5,773,6.72969998273259,0,0.657619772493347,0.657619772493347,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",NA,NA,NA,NA,NA,NA,FALSE,FALSE,"frequency_QC_fail"
"sample8","Macrophages",104,0,104,0,11383.5,1262.5,6.22069348060054,0,0.0356213543724519,0.0356213543724519,TRUE,TRUE,TRUE,5,0,0,NA,NA,"ADT_not_testable",5,5,1,0.681891296096804,1,"ADT_suspicious",FALSE,FALSE,"sample_ADT_not_testable"
"sample8","Neutrophils",5,0,5,0,12228,1006,7.03669298653042,2.77555756156289e-17,0.434482464783175,0.434482464783175,FALSE,FALSE,FALSE,5,0,0,NA,NA,"ADT_not_testable",5,5,2,1.36452701991784,1,"ADT_ok",FALSE,FALSE,"frequency_QC_fail"
"sample9","DCs",16,0,16,0,12890.5,709.5,6.13125263020248,0,0.193607680534436,0.193607680534436,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,5,0,0,NA,NA,"ADT_not_testable",FALSE,FALSE,"frequency_QC_fail"
"sample9","Neutrophils",3,0,3,0,4482,535,5.54416697726426,0,0.561497031755045,0.561497031755045,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,5,5,2,1.36452701991784,1,"ADT_ok",FALSE,FALSE,"frequency_QC_fail"
