"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"B cells","B cells","BTLA","CD79A",5.06592624235593e-08,1147,0.68532595674856,1,3.38629894961093,1,2.05404518459054,7,0.828540008602819,3882,0,1844
"CD8 T cells","CD8 T cells","HLA-C","CD8B",9.68266437039526e-07,424,0.179340503192475,98,1.205793906492,54,1.77148161751875,32,0.960333170690497,92,0,1844
"CD8 T cells","CD8 T cells","HLA-B","CD8B",1.42652986370571e-06,415.6,0.174132706324697,108,1.26430023204699,45,1.79188225019147,27,0.96302982012673,54,0,1844
"CD8 T cells","CD8 T cells","HLA-A","CD8B",1.59120534045828e-06,425.2,0.181166502832083,94,1.21528989612074,52,1.80387947296569,25,0.95942355434627,111,0,1844
"NK cells","CD8 T cells","HLA-C","CD8B",1.6491337524716e-06,434.4,0.172557361374083,112,1.11255070393285,70,1.73056996882428,39,0.959592244019823,107,0,1844
"CD8 T cells","CD8 T cells","HLA-A","CD8A",2.03052601630016e-06,418,0.169882794789679,118,1.27075517454585,43,1.86415460595645,17,0.962334092464044,68,0,1844
"NK cells","CD8 T cells","HLA-B","CD8B",2.24424517721237e-06,424.2,0.169762253410485,121,1.1796785982502,58,1.75274889197276,35,0.962574651070892,63,0,1844
"NK cells","CD8 T cells","HLA-A","CD8B",2.39578640286825e-06,431.8,0.177866712191689,102,1.17588154806447,61,1.786558815515,29,0.959064232999959,123,0,1844
"CD8 T cells","CD8 T cells","HLA-C","CD8A",2.72169919298479e-06,417.8,0.16817052504217,127,1.26125918491712,46,1.8317567505095,21,0.963180966174301,51,0,1844
"NK cells","CD8 T cells","HLA-A","CD8A",3.07969650115136e-06,423.4,0.16678852709975,131,1.23134682648959,51,1.84683394850576,20,0.961999524298713,71,0,1844
"CD4 T cells","CD8 T cells","HLA-C","CD8B",3.90010812266751e-06,459.8,0.164393145798894,139,1.00032282679341,114,1.5635602527683,68,0.958642016452003,134,0,1844
"CD8 T cells","CD8 T cells","LCK","CD8A_CD8B",3.96801770777736e-06,468.2,0.357988281590036,7,1.46621823508988,30,2.17046440733061,4,0.943122372756944,456,0,1844
"CD8 T cells","CD8 T cells","HLA-B","CD8A",4.246378888261e-06,413,0.163287088685201,142,1.31976551047211,37,1.85215738318222,19,0.965690932012677,23,0,1844
"CD4 T cells","CD8 T cells","HLA-A","CD8B",4.36675482325199e-06,455.6,0.166351490678651,135,1.03835892715152,98,1.62429996458076,58,0.957729993377786,143,0,1844
"NK cells","CD8 T cells","HLA-C","CD8A",4.87395051669976e-06,429.6,0.161809861941931,147,1.16801598235796,63,1.79084510181503,28,0.96249115512467,66,0,1844
"CD8 T cells","CD8 T cells","HLA-E","CD8A",5.28231856598544e-06,439.4,0.169797949796859,119,1.21121022285828,53,1.7715036483,31,0.957556405579557,150,0,1844
"CD4 T cells","CD8 T cells","HLA-B","CD8B",5.28231856598544e-06,449.4,0.161386190490805,150,1.01749949623018,109,1.55939759024976,69,0.961652506200128,75,0,1844
"NK cells","CD8 T cells","HLA-B","CD8A",6.66179184200791e-06,421,0.159188843457985,159,1.23514387667532,50,1.81302402496352,24,0.965267344372174,28,0,1844
"CD4 T cells","CD8 T cells","LCK","CD8A_CD8B",6.84785206043151e-06,495.6,0.302289980908687,19,1.32690694419698,36,2.00276999749813,8,0.938412877811086,571,0,1844
"NK cells","CD8 T cells","HLA-E","CD8A",7.90822728229745e-06,451.2,0.161916585379005,146,1.13421800781866,67,1.76818780580841,33,0.956580017195568,166,0,1844
"CD4 T cells","CD8 T cells","HLA-A","CD8A",8.29434727486566e-06,444,0.155990515421673,168,1.09382420557664,76,1.68457509757152,47,0.960757041393008,85,0,1844
"CD4 T cells","CD8 T cells","HLA-C","CD8A",9.32127112391682e-06,449,0.15415414337643,173,1.05578810521852,91,1.62383538575905,59,0.961606370728386,78,0,1844
"CD4 T cells","CD8 T cells","HLA-E","CD8A",9.53755007195765e-06,458.2,0.159675382707399,158,1.11232393607027,71,1.70493950291801,44,0.956289630787673,174,0,1844
"CD4 T cells","B cells","LTB","CD40",1.01048305495106e-05,843.2,0.236726850299682,34,1.29171487093327,41,1.7597841667471,34,0.88687518314614,2263,0,1844
"CD4 T cells","CD8 T cells","HLA-B","CD8A",1.2172129622499e-05,442,0.151334472170328,185,1.0729647746553,86,1.61967272324052,60,0.964409093178792,35,0,1844
"CD8 T cells","CD8 T cells","HLA-E","CD8B",2.65073666821041e-05,454,0.181076022388485,95,1.15574494443316,65,1.71122851530925,41,0.954294218018531,225,0,1844
"B cells","DCs","CD24","SIGLEC10",3.70303029511305e-05,1507.2,0.416577298436202,4,2.03414166310904,6,0.832414514570115,536,0.772114706528737,5146,0,1844
"NK cells","CD8 T cells","HLA-E","CD8B",3.96463661085022e-05,466,0.172671173440153,111,1.07875272939354,84,1.70791267281765,42,0.953246449166246,249,0,1844
"NK cells","CD8 T cells","LCK","CD8A_CD8B",4.19236132448917e-05,563,0.225968094999249,39,1.13601242283172,66,1.7374319292545,38,0.929447994841032,828,0,1844
"DCs","CD8 T cells","HLA-A","CD8B",4.22359880401531e-05,543,0.14521526493983,222,0.785935718746928,253,1.24068752902084,183,0.954892285321182,213,0,1844
"CD4 T cells","CD8 T cells","HLA-E","CD8B",4.56480761914479e-05,472.6,0.170281108862657,117,1.05685865764516,90,1.64466436992726,54,0.952934865267071,258,0,1844
"CD8 T cells","CD8 T cells","HLA-F","CD8A",5.43574868049195e-05,534.6,0.195629860967816,72,1.12392180096346,69,1.77246374425288,30,0.935828605927853,658,0,1844
"B cells","CD8 T cells","HLA-B","CD8A",6.22701266890663e-05,509.6,0.137360501855903,279,0.784426599638048,257,1.37882520317543,107,0.962708441357502,61,0,1844
"B cells","CD8 T cells","HLA-E","CD8A",6.31602050989361e-05,526,0.137174588074803,280,0.892516054202663,173,1.50733951747508,78,0.95300286486096,255,0,1844
"DCs","CD8 T cells","HLA-B","CD8A",6.40597367753473e-05,520.6,0.137125283334951,281,0.779569746414614,262,1.29329933953672,154,0.962677664144536,62,0,1844
"DCs","CD8 T cells","HLA-C","CD8A",6.8701501769428e-05,528.2,0.136796783136131,286,0.80134044288005,238,1.28570643781454,159,0.959339400700483,114,0,1844
"CD8 T cells","CD8 T cells","CCL5","CXCR3",6.90208535345675e-05,600,0.217656167159614,43,1.09037847501129,78,1.67580248399486,49,0.923695069808713,986,0,1844
"DCs","CD8 T cells","HLA-A","CD8A",7.25918328153164e-05,525.2,0.136170730617721,290,0.841400997172044,204,1.30096266201159,149,0.958113660252654,139,0,1844
"NK cells","CD8 T cells","HLA-F","CD8A",7.4435129483133e-05,543.8,0.18745846849297,80,1.0939775705459,75,1.75001869892416,36,0.934535479310933,684,0,1844
"DCs","CD8 T cells","HLA-C","CD8B",7.76829637208088e-05,545,0.145882900208546,217,0.745875164454935,295,1.22543130482379,193,0.956207985749083,176,0,1844
"CD8 T cells","NK cells","B2M","CD247",8.91852987738661e-05,563,0.0845958586399251,812,1.23625517945498,49,1.46887176903502,85,0.965523112426773,25,0,1844
"B cells","CD8 T cells","HLA-B","CD8B",9.70013072412011e-05,520.8,0.146484061433663,210,0.728961321212933,312,1.31855007018467,138,0.959825622503,100,0,1844
"Monocytes","CD8 T cells","HLA-C","CD8A",9.94888319626931e-05,560.8,0.132819674067613,314,0.743038599089287,300,1.17625994360748,217,0.958760047225274,129,0,1844
"CD8 T cells","CD8 T cells","HLA-F","CD8B",0.000102289050737953,561,0.208623703212227,57,1.06845652253835,89,1.71218861126213,40,0.931016740829297,775,0,1844
"DCs","CD8 T cells","HLA-B","CD8B",0.000104606146404212,533.2,0.146233219570042,213,0.724104467989499,318,1.23302420654596,190,0.959792565430045,101,0,1844
"DCs","CD8 T cells","HLA-E","CD8A",0.000108570922012887,554,0.13188022923004,321,0.840796022865257,205,1.34813457649343,125,0.952113521874318,275,0,1844
"Monocytes","CD8 T cells","HLA-B","CD8A",0.00011264659132537,557.4,0.133733638588007,307,0.70953818318882,324,1.14307205100605,243,0.962225123619316,69,0,1844
"B cells","CD8 T cells","HLA-E","CD8B",0.00011683516765891,537.2,0.146285799157652,211,0.837050775777547,211,1.44706438448432,93,0.949409185766109,327,0,1844
"NK cells","Monocytes","SPON2","ITGAM",0.000120384553582004,682.8,0.191083814280858,76,1.04326983817638,94,1.82025318860267,23,0.911157632915797,1377,0,1844
"Monocytes","CD8 T cells","HLA-C","CD8B",0.000131638719554305,580.8,0.141641629382874,251,0.687573320664172,337,1.11598481061672,274,0.955586079889233,198,0,1844
"NK cells","CD8 T cells","HLA-F","CD8B",0.000132196251410703,574.2,0.199909562384906,65,1.03851229212078,97,1.6897435659334,46,0.929633940534532,819,0,1844
"DCs","CD8 T cells","HLA-E","CD8B",0.000142802061365537,571.8,0.14063978610594,257,0.785330744440141,256,1.28785944350267,158,0.948455516465273,344,0,1844
"B cells","CD8 T cells","HLA-DQA1","LAG3",0.000144750670200026,945.4,0.206362982219067,59,1.05246413664406,92,1.39594454502453,100,0.873761308272846,2632,0,1844
"B cells","CD8 T cells","HLA-C","CD8A",0.000152918914927634,568.8,0.128278840528099,346,0.67647291956188,350,1.27387860041647,164,0.958066826954242,140,0,1844
"NK cells","NK cells","SPON2","ITGB2",0.000159953655655188,547.6,0.127822631486766,352,1.03557809151689,102,1.46570786882293,86,0.947765976034803,354,0,1844
"B cells","CD8 T cells","HLA-A","CD8B",0.000167226546386784,589.6,0.135255555571727,298,0.666990083677553,358,1.19705202396518,204,0.953337121707928,244,0,1844
"NK cells","Monocytes","SPON2","ITGB2",0.000167226546386784,542.2,0.127061086650306,358,1.02686725903857,106,1.69060320546281,45,0.947617863996638,358,0,1844
"B cells","CD8 T cells","HLA-A","CD8A",0.000170953924787235,571.6,0.126831348136432,360,0.722455362102668,319,1.25732715695593,171,0.956664518614065,164,0,1844
"Monocytes","Monocytes","S100A8","ITGB2",0.00017348744264492,755,0.0688295102157388,1307,0.51723768687592,609,1.93028186542886,13,0.97276866442762,2,0,1844
"Monocytes","CD8 T cells","HLA-A","CD8A",0.00017859382958019,601.2,0.126365912027119,364,0.716527604703572,323,1.06996012146527,310,0.95658824585521,165,0,1844
"Monocytes","CD8 T cells","HLA-A","CD8B",0.000184488367866853,624.4,0.134759204941751,301,0.661062326278457,367,1.00968498847452,362,0.953255278709349,248,0,1844
"Monocytes","CD8 T cells","HLA-B","CD8B",0.000203042626839015,575.8,0.142616299926041,243,0.654072904763705,376,1.08279691801529,301,0.959306521271005,115,0,1844
"Monocytes","CD8 T cells","HLA-E","CD8B",0.000222950970373117,637.8,0.129660841200845,335,0.684758647042836,339,1.09968714891874,286,0.946432129497976,385,0,1844
"NK cells","DCs","SPON2","ITGB2",0.000227565242425782,564.6,0.123395752811501,387,0.984941810242495,122,1.4123147257161,98,0.946886598998961,372,0,1844
"Monocytes","B cells","HP","CD22",0.000230841681130608,1672.8,0.394904444844717,6,1.85108953950548,15,0.771033828866393,624,0.723901145183049,5875,0,1844
"Monocytes","DCs","S100A8","CD68",0.000264473790670439,563.2,0.124560100084082,378,0.626813488921606,402,1.90470192999154,14,0.956193495852029,178,0,1844
"B cells","NK cells","BTLA","CD247",0.000274546365054244,1121.8,0.314107110597609,17,1.34609474256375,34,1.34973833282392,124,0.840135571938398,3590,0,1844
"Monocytes","DCs","S100A9","CD68",0.000275025746148734,570.2,0.12217074705759,406,0.629013249004903,398,1.83150873115687,22,0.956024357713525,181,0,1844
"Monocytes","CD8 T cells","HLA-E","CD8A",0.000288652185512908,620,0.121585092904269,411,0.740223925467951,305,1.1599622819095,226,0.950226194772112,314,0,1844
"B cells","CD8 T cells","HLA-C","CD8B",0.000294240915502403,591,0.13679919119886,285,0.621007641136764,413,1.21360346742571,198,0.954842019951702,215,0,1844
"B cells","Monocytes","FCER2","ITGAM_ITGB2",0.000301718326571476,739.4,0.210514988678567,52,2.07590818280999,4,1.34247352374386,128,0.903300270827824,1669,0,1844
"Monocytes","Monocytes","S100A9","ITGB2",0.00033212548987647,764.2,0.067509199791816,1350,0.519437446959216,605,1.85708866659419,18,0.972661693750072,4,0,1844
"CD8 T cells","NK cells","GZMA","F2R",0.000353435125701346,837.8,0.16836318409979,126,0.974866390340228,125,1.32782777166947,135,0.895258351300364,1959,0,1844
"CD4 T cells","NK cells","B2M","CD247",0.000361268688074187,594.6,0.080832185356098,883,1.09193426913094,77,1.32382582326547,136,0.964757560701937,33,0,1844
"CD8 T cells","CD4 T cells","CCL5","DPP4",0.000369215973625772,1015.2,0.268805086288978,27,0.957673295792715,137,1.4457593503451,94,0.863295567218896,2974,0,1844
"DCs","B cells","TNFSF13B","TNFRSF13C",0.000369947029299572,1213,0.344755018689541,8,1.75959337540433,19,0.792311939548316,597,0.839852002603382,3597,0,1844
"NK cells","NK cells","B2M","CD247",0.000393748017729849,613.8,0.078932706516815,941,1.01909731051272,108,1.31518061949553,140,0.964351062070978,36,0,1844
"Monocytes","B cells","TNFSF13B","TNFRSF13C",0.000409795768186361,1153.2,0.330948412845348,12,1.73371528756886,20,1.17117482228514,219,0.837084251278093,3671,0,1844
"CD8 T cells","NK cells","B2M","KLRD1",0.000419331793767117,548.2,0.0966842313945653,637,1.17961081303786,59,1.31015503726296,143,0.962909557525835,58,0,1844
"B cells","CD8 T cells","HLA-DRA","LAG3",0.000436982362893712,691.2,0.165606424998161,136,0.935743384547646,145,1.50717759672412,79,0.914178073039396,1252,0,1844
"Monocytes","Monocytes","S100A8","CD36",0.000450263036667691,579.6,0.115280808233165,458,0.586511240647935,460,2.27919222286886,1,0.958590626104777,135,0,1844
"NK cells","Monocytes","SPON2","ITGA5",0.000473738888092262,1040.8,0.161395736020926,149,0.946651266520342,143,1.50575502174851,80,0.862788325444203,2988,0,1844
"Monocytes","CD8 T cells","S100A8","CD69",0.000486017785140948,609.8,0.11438613942884,469,0.690338695655854,334,1.93503839029378,12,0.94587141221745,390,0,1844
"B cells","Monocytes","CD24","SIGLEC10",0.00049556780458623,1614.6,0.291538003482444,22,1.90598989743628,12,0.845117856632696,528,0.739204857347749,5667,0,1844
"B cells","Monocytes","FCER2","ITGAX_ITGB2",0.000502604231217042,780,0.20310857716012,63,2.05906109866254,5,1.29556679592688,152,0.898822573839426,1836,0,1844
"Monocytes","Monocytes","S100A9","CD36",0.000550238264134433,584.6,0.113069453651222,484,0.588711000731232,456,2.20599902403419,2,0.958430340983574,137,0,1844
"CD8 T cells","CD8 T cells","B2M","CD3D",0.000585187831753694,540.2,0.0971716904480497,631,1.18108783328666,57,1.28129994252428,160,0.969553000922888,9,0,1844
"Monocytes","Monocytes","SERPINA1","LRP1",0.000591672597660257,631.2,0.127063136182606,357,0.591617081011446,451,1.96737105204403,11,0.941345432434785,493,0,1844
"CD4 T cells","CD8 T cells","HLA-F","CD8B",0.000596098348789232,644.6,0.16411796273518,140,0.915522323498259,161,1.51990592407579,74,0.922901596901223,1004,0,1844
"DCs","Monocytes","SERPINA1","LRP1",0.00063040771920468,677.4,0.124901730904242,373,0.576383317895953,483,1.23891743745365,186,0.940869985082342,501,0,1844
"CD8 T cells","NK cells","CLEC2D","KLRB1",0.000641079417359586,861.6,0.209257279866602,56,1.04311452575119,95,1.27383087240948,165,0.890058070868981,2148,0,1844
"CD8 T cells","NK cells","CLEC2B","KLRF1",0.000652663263701641,809.8,0.227504180032656,37,1.28706657071587,42,1.27371819257246,166,0.895252819962957,1960,0,1844
"DCs","CD8 T cells","HLA-DRA","LAG3",0.000664384070810764,716.8,0.16108083017187,152,0.907977036084636,167,1.3570680346578,120,0.913084891013216,1301,0,1844
"CD8 T cells","CD8 T cells","B2M","KLRD1",0.000676242601956369,589.8,0.0870235495757315,775,1.09000271526614,79,1.26700661908598,168,0.960983192007386,83,0,1844
"Monocytes","CD4 T cells","S100A8","CD69",0.00068143539647605,626.6,0.109416628266939,511,0.667357929504675,357,1.98354278704707,9,0.944723041108817,412,0,1844
"Monocytes","Monocytes","S100A9","CD68",0.000769369480937773,630.6,0.10732359878471,526,0.553917062012398,527,2.11198707069657,6,0.953218751080587,250,0,1844
"CD8 T cells","NK cells","HLA-E","KLRC3_KLRD1",0.000775130974746802,679.4,0.107034951031888,528,0.981139935677931,124,0.994670077831517,375,0.939807618039278,526,0,1844
"CD4 T cells","CD8 T cells","HLA-F","CD8A",0.000789292543284608,613.4,0.153896099713768,177,0.970987601923375,127,1.58018105706654,64,0.928235893485598,855,0,1844
"Monocytes","Monocytes","S100A8","CD68",0.000810374450505495,626.2,0.109422578874021,510,0.551717301929101,534,2.18518026953125,3,0.953398154075486,240,0,1844
"B cells","CD8 T cells","HLA-DQB1","LAG3",0.000843282358152101,934.2,0.169396704475508,124,0.874674294422849,181,1.2461137916418,177,0.884599409748405,2345,0,1844
"CD8 T cells","CD8 T cells","GZMA","F2R",0.000843282358152101,893.2,0.152464949485784,181,0.934673528229906,146,1.27566864213265,163,0.890515853222861,2132,0,1844
"B cells","CD4 T cells","CD72","CD5",0.000859368223553822,1255.4,0.423839387063745,3,1.55784986058248,29,1.07907330710408,304,0.819460244820089,4097,0,1844
"Monocytes","DCs","SERPINA1","LRP1",0.000929844887009559,694.8,0.117875327181546,435,0.541863517619768,553,1.38784316213392,102,0.93923869095119,540,0,1844
"B cells","CD8 T cells","CD72","CD5",0.000981424207203948,1388.6,0.331839222843365,11,1.42608316009356,31,0.886174935132623,474,0.800646976911225,4583,0,1844
"B cells","B cells","ST6GAL1","CD22",0.000981424207203948,1650.2,0.241661210595436,31,1.91270138698191,11,0.734428375011297,682,0.738375871806962,5683,0,1844
"B cells","DCs","HLA-DOB","CD4",0.00104546226707859,1543.6,0.295273782029507,21,1.39268654986505,32,0.593287180594432,956,0.78659080089468,4865,0,1844
"NK cells","NK cells","HLA-E","KLRC3_KLRD1",0.001047377088244,705.4,0.102066802384989,567,0.90414772063831,169,0.991354235339921,377,0.938449175007241,570,0,1844
"CD8 T cells","B cells","IL32","ITGB3",0.00108345473031229,772.6,0.186921505765716,82,0.926931685014833,150,1.21593329974112,197,0.905278054393905,1590,0,1844
"Monocytes","Monocytes","S100A12","CD36",0.00108394711989547,634.4,0.130233675662635,332,0.534307092580246,575,2.16604417572535,5,0.944691137959585,416,0,1844
"CD8 T cells","NK cells","HLA-B","KLRD1",0.00114979012543525,584,0.0940352728671103,676,1.08395951345568,82,1.20123460706684,201,0.959167392976859,117,0,1844
"CD4 T cells","NK cells","HLA-E","KLRC3_KLRD1",0.00115991410432057,723.4,0.100654023146519,585,0.882253648889927,177,0.928105932449527,429,0.938045385601183,582,0,1844
"NK cells","DCs","SPON2","ITGAM",0.00116678023570594,817.6,0.148696401582828,202,0.920637627550526,158,1.37397308306529,111,0.900469263390437,1773,0,1844
"NK cells","DCs","SPON2","ITGA5",0.00123638786058622,1090.8,0.148403755537077,206,0.921498955994154,156,1.36348903304962,116,0.857744707121853,3132,0,1844
"DCs","B cells","TNFSF13B","TNFRSF13B",0.0012495957091417,1586,0.342379811077318,9,1.32737909377079,35,0.560660775508208,1056,0.779816071313309,4986,0,1844
"DCs","Monocytes","PSAP","LRP1",0.00128956702698362,669.4,0.0988795782896721,601,0.62390712164023,408,1.30177753431507,147,0.94836957150434,347,0,1844
"CD8 T cells","CD8 T cells","HLA-A","CD3D",0.00132715871088028,563.4,0.0983269231052258,610,1.03642619777822,100,1.18437673510238,211,0.963173091491597,52,0,1844
"Monocytes","Monocytes","S100A8","TLR4",0.00133219738874104,688.4,0.124785705340902,376,0.519100975002867,606,1.97736936069018,10,0.937429357072645,606,0,1844
"Monocytes","Monocytes","S100A9","TLR4",0.00135827091805718,695.2,0.122392024679776,405,0.521300735086164,603,1.90417616185551,15,0.937192528865393,609,0,1844
"Monocytes","DCs","S100A9","CD36",0.00143875956790433,659.6,0.0994795334997728,594,0.513840087194937,618,1.67445841585138,50,0.955803264258558,192,0,1844
"CD8 T cells","CD4 T cells","CCL5","CXCR3",0.00146142307762995,756.4,0.145668958325512,218,0.917925692854034,159,1.47243501955104,84,0.908283517912685,1477,0,1844
"CD8 T cells","CD8 T cells","HLA-B","CD3D",0.00146142307762995,566,0.0945093764975036,669,1.08543653370448,81,1.17237951232816,218,0.966457764458957,18,0,1844
"Monocytes","B cells","TNFSF13B","TNFRSF13B",0.00147172131367635,1471.8,0.328668326561379,13,1.30150100593532,38,0.939523658245034,417,0.776287130402005,5047,0,1844
"CD8 T cells","Monocytes","CCL5","CCR1",0.00148130064518802,736,0.145608289674385,219,0.849910096723424,201,1.57625705565524,66,0.911952850881502,1350,0,1844
"NK cells","CD8 T cells","SPON2","ITGB2",0.00149434352609707,733.8,0.0974177505016373,624,0.687795778376112,336,1.01351292817395,358,0.940618557743173,507,0,1844
"Monocytes","DCs","S100A8","CD36",0.00150375965131627,653.2,0.101425103369535,575,0.51164032711164,625,1.74765161468605,37,0.955973213600843,185,0,1844
"CD8 T cells","CD8 T cells","HLA-C","CD3D",0.0015132195905889,569.8,0.0973358738585542,626,1.02693020814949,105,1.15197887965544,233,0.964001806939105,41,0,1844
"NK cells","CD8 T cells","HLA-A","CD3D",0.00152158575422631,575.6,0.096535983524844,638,0.997017849721955,116,1.1670560776517,221,0.962845688024402,59,0,1844
"CD4 T cells","NK cells","B2M","KLRD1",0.00154199474498949,586.6,0.0923827459020433,694,1.03528990271381,103,1.16510909149341,222,0.962088251098853,70,0,1844
"B cells","CD4 T cells","HLA-DOB","CD4",0.00154975328478243,1632.4,0.242763859595499,30,1.30062536727233,39,0.55808672866383,1063,0.769695000766433,5186,0,1844
"NK cells","NK cells","HLA-B","KLRD1",0.0016042961429184,604.4,0.091675137651762,707,0.999337879658888,115,1.16210124884814,225,0.958666711526545,131,0,1844
"CD8 T cells","CD8 T cells","HLA-B","KLRD1",0.00166822433666014,631.6,0.0846392748040028,811,0.99435141568396,118,1.15808618888986,228,0.957055338824838,157,0,1844
"CD8 T cells","NK cells","HLA-E","KLRC1_KLRD1",0.00170145799258438,736,0.103220200965866,559,0.866611859621802,186,0.913354152821948,446,0.936111455699768,645,0,1844
"NK cells","NK cells","B2M","KLRD1",0.00171175651020607,601.6,0.0902118399667066,727,0.962452944095594,131,1.15646388772347,230,0.961652187527939,76,0,1844
"NK cells","CD8 T cells","SPON2","ITGA4",0.0017337987659811,663.2,0.14396566064286,231,1.07498161236504,85,1.54287354961103,72,0.919652150024249,1084,0,1844
"CD8 T cells","CD8 T cells","HLA-A","CD3G",0.00179642173663344,623.6,0.0954350818756987,654,0.96626648852318,129,1.05028861309479,329,0.956797471920183,162,0,1844
"DCs","NK cells","SECTM1","CD7",0.00184680039883079,740,0.153581900936983,178,0.85059605905165,200,1.14951389552687,236,0.914630408883743,1242,0,1844
"Monocytes","NK cells","S100A8","ITGB2",0.00188178513722219,755.8,0.0692420421677529,1296,0.525948519354237,595,1.70538652878898,43,0.972847699497005,1,0,1844
"Monocytes","B cells","TNFSF13B","CD40",0.00189331656037939,1136.4,0.20673104190755,58,0.88480993933541,175,1.14899563318564,238,0.849071803038135,3367,0,1844
"CD8 T cells","CD8 T cells","B2M","CD3G",0.00196451809737637,573.4,0.0943138251563657,673,1.11092812403162,72,1.14721182051669,241,0.964240889798333,37,0,1844
"DCs","B cells","TNFSF13","TNFRSF13B",0.00196976037337837,1824.4,0.340876106815729,10,1.26491705886082,44,0.467592717380365,1327,0.72163980717146,5897,0,1844
"CD8 T cells","CD8 T cells","HLA-C","CD3G",0.00197484421348197,630.2,0.0944731798552547,670,0.956770498894446,139,1.01789075764785,356,0.957763366449499,142,0,1844
"Monocytes","Monocytes","PSAP","LRP1",0.00205688450348992,684,0.0939902336999657,677,0.564951731441369,506,1.79838656097145,26,0.947113816399001,367,0,1844
"NK cells","CD4 T cells","SPON2","ITGB1",0.00206214759866091,642.4,0.142476055591501,245,1.07291018296878,87,1.60969961667589,62,0.923954730900303,974,0,1844
"NK cells","CD8 T cells","HLA-A","CD3G",0.00206880674250754,637.6,0.0936968146738942,678,0.926858140466912,151,1.03296795564411,344,0.956415951933932,171,0,1844
"NK cells","NK cells","HLA-E","KLRC1_KLRD1",0.00208077994738253,764.8,0.0984291182698182,607,0.789619644582182,247,0.910038310330352,447,0.93467539450568,679,0,1844
"NK cells","CD8 T cells","HLA-C","CD3D",0.00208077994738253,599.8,0.0936543684281209,679,0.933687005590329,147,1.11106723096097,279,0.963326788943463,50,0,1844
"CD4 T cells","CD8 T cells","B2M","CD3D",0.00218857801733705,579,0.0928485178818807,688,1.03676692296261,99,1.13625399675472,250,0.968874047295709,14,0,1844
"CD4 T cells","NK cells","HLA-E","KLRC1_KLRD1",0.00222848457036844,793.6,0.0970666908056162,633,0.767725572833799,273,0.846790007439958,527,0.934248582689745,691,0,1844
"Monocytes","B cells","TNFSF13","TNFRSF13B",0.00224557966379069,1718,0.320911414064219,15,1.23755860943433,47,0.714036007273906,723,0.715537630258764,5961,0,1844
"CD8 T cells","NK cells","HLA-E","KLRC2_KLRD1",0.00227939665146127,769.6,0.102029238731847,568,0.864919224767818,187,0.822578271606979,554,0.934109857425397,695,0,1844
"NK cells","CD8 T cells","HLA-B","CD3D",0.00229225770138643,585.6,0.0921373420379707,696,1.00081489990769,113,1.13324615410945,254,0.966043311401816,21,0,1844
"CD8 T cells","B cells","ST6GAL1","CD22",0.0023414781533093,1716,0.213466852571102,48,1.8737056911205,14,0.654469067865262,828,0.726217695602577,5846,0,1844
"CD4 T cells","B cells","IL32","ITGB3",0.00237393968970736,861,0.162666115499068,144,0.794075543931037,245,1.13178158569469,257,0.899148757404782,1815,0,1844
"CD8 T cells","CD8 T cells","HLA-B","CD3G",0.00238379088103067,616.8,0.0917298111160069,703,1.01527682444943,110,1.03829139032057,341,0.960627555004273,86,0,1844
"DCs","CD8 T cells","HLA-DQB1","LAG3",0.00240122819110891,994.6,0.155599397194463,171,0.809889563351976,231,1.13052008831723,258,0.880191634082385,2469,0,1844
"DCs","CD8 T cells","HLA-DRB5","LAG3",0.00242872085514119,900,0.144359261201273,229,0.7805138251416,259,1.12926044008988,259,0.896818393987971,1909,0,1844
"DCs","DCs","PSAP","LRP1",0.00247799421800153,825.4,0.0917296943286366,704,0.574153558248552,486,0.722249644404964,710,0.946500783050766,383,0,1844
"NK cells","B cells","IGFBP7","MPIG6B",0.00248432145932014,1208.4,0.210592713635595,51,0.786839182681403,251,1.12873972416048,261,0.838298844706098,3635,0,1844
"NK cells","CD8 T cells","B2M","CD3D",0.00251243079180915,594.4,0.0906666667516846,720,0.963929964344394,130,1.12760879298479,262,0.968513480038143,16,0,1844
"B cells","B cells","CD24","SIGLEC10",0.00253920278709336,1790.8,0.210607831360135,50,1.82304521626618,17,0.582627978065918,988,0.706667523572161,6055,0,1844
"NK cells","CD8 T cells","HLA-C","CD3G",0.00254694435787564,659,0.0908999492376015,715,0.863527296335287,190,0.976979108953381,387,0.956976589512077,159,0,1844
"NK cells","NK cells","CLEC2B","KLRF1",0.00259800325007828,903.4,0.190705284861731,78,1.17948219051666,60,1.12657291163424,265,0.886686867751058,2270,0,1844
"CD4 T cells","CD8 T cells","B2M","KLRD1",0.002656095541461,639.4,0.0831518682207839,844,0.945681804942096,144,1.12196067331642,267,0.960120996016148,98,0,1844
"CD4 T cells","CD8 T cells","HLA-A","CD3D",0.00270360752052279,641.8,0.0902861730877482,726,0.859495228809007,195,1.00479722671746,367,0.961629768211115,77,0,1844
"Monocytes","DCs","S100A8","ITGB2",0.00274481937694391,800,0.066843983887002,1381,0.475312238079847,718,1.65199338568215,52,0.972378275221283,5,0,1844
