"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"DCs","Monocytes","ANXA1","FPR1",0.00526476158573408,680.2,0.110051196224135,649,1.58977424495504,82,1.43343994335344,282,0.946161907639346,511,0,1877
"DCs","CD8 T cells","S100A9","ITGB2",0.00532308983400538,839,0.0600387675768101,1966,1.24957340172617,255,2.08786531867709,69,0.969534336226261,28,0,1877
"DCs","Monocytes","CD1D","LILRB2",0.00550829132652518,941,0.18633305972484,139,1.70995102392699,62,1.46984168876196,258,0.884096076353435,2369,0,1877
"Monocytes","DCs","GRN","SORT1",0.00550829132652518,942.8,0.160578635501131,258,1.63137256477708,77,1.50175798830877,233,0.887919276498747,2269,0,1877
"CD4 T cells","B cells","LTB","CD40",0.00555446049224247,725.2,0.248890939420205,38,0.917618563082092,658,1.25726396705784,398,0.940236385069683,655,0,1877
"B cells","CD4 T cells","HLA-DRA","CD4",0.00562039562995501,690.8,0.127005440971735,482,1.11428170809181,395,2.37307783836773,40,0.939969136823947,660,0,1877
"Monocytes","Monocytes","PSAP","SORT1",0.00563405080454681,778.4,0.160079591319313,260,1.65302657180093,73,1.74272604013697,134,0.911901871310285,1548,0,1877
"B cells","B cells","LTB","CD40",0.00572037397068475,767.8,0.248358636162736,39,0.915680262142872,663,1.00371993190433,604,0.940176203507334,656,0,1877
"NK cells","CD8 T cells","LCK","CD8A_CD8B",0.00582165246029658,716,0.217041896942168,79,0.916814976377378,661,1.41473274638851,297,0.939874317742355,666,0,1877
"DCs","Monocytes","GNAI2","FPR1",0.00588989898683476,632.8,0.108626673051403,668,1.74931139208691,58,1.63830208077502,163,0.951542670280788,398,0,1877
"Monocytes","Monocytes","ANXA1","FPR1",0.00599336794105316,692.6,0.108288808663505,671,1.57724616565243,89,1.39402598790059,308,0.945749243074677,518,0,1877
